小区,小区地址,PRI,AGE,YEAR,FAR,GRE,CAR,PRO,物业类型
农林上路一横路大院,越秀-东风东-农林上路一横路,72575,1987年,70年,2.70,32.0%,0,1.20元/平米/月,住宅
九功坊,越秀-小北-东风中路,32200,2015年,70年,0.80,20.0%,0,0.90元/平米/月,住宅
较场小苑,越秀-东川-较场东路,46800,1995年,70年,2.84,36.5%,0,1.50元/平米/月,住宅
东兴北路62-68号小区,越秀-五羊新城-东兴北路62-68号,47302,2006年,70年,1.20,30.0%,0,1.00元/平米/月,住宅
海印东山100,越秀-大沙头-东华南路100号,71374,2010年,70年,2.60,30.0%,1,2.80元/平米/月,住宅
东环路6号大院,越秀-东风东-东环路6号,52805,2001年,70年,1.20,30.0%,1,1.15元/平米/月,住宅
淘金雅苑,越秀-淘金-淘金路163号,53236,2000年,70年,4.20,40.0%,1,0.90元/平米/月,住宅
山河后街小区,越秀-东山口-山河后街,52706,1996年,70年,2.00,23.0%,0,1.00元/平米/月,住宅
四圣街大院,越秀-东川-东华西路226-238号,40436,1988年,70年,0.90,30.0%,1,0.50元/平米/月,住宅
山河东街小区,越秀-东山口-山河东街,61922,1994年,70年,2.30,12.0%,1,0.60元/平米/月,住宅
水荫直街小区,越秀-水荫路-水荫直街,43107,1992年,70年,3.00,35.0%,1,3.50元/平米/月,住宅
龟岗四马路小区,越秀-东山口-龟岗四马路,59306,1993年,70年,2.00,30.0%,0,1.20元/平米/月,住宅
明月二巷小区,越秀-五羊新城-明月二路,46200,1998年,70年,1.50,20.0%,0,0.60元/平米/月,住宅
共和西小区,越秀-共和路-共和西路1号,67857,2006年,70年,1.50,33.0%,1,0.61元/平米/月,住宅
法政社区,"越秀-小北-登瀛路3之1,5之1,7-10号",54500,1998年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
仓前街小区,越秀-西门口-仓前街,28808,1995年,70年,2.49,29.0%,1,1.20元/平米/月,住宅
东兴大厦,越秀-东风东-环市东路492号,38688,1990年,70年,3.90,25.0%,0,1.80元/平米/月,住宅
越秀解放北路小区,越秀-解放北-解放北路,39443,1996年,70年,3.20,38.0%,0,0.40元/平米/月,住宅
永怡新都,越秀-黄花岗-永福路8号,45600,2005年,70年,4.00,48.0%,1,2.00元/平米/月,住宅
五矿大院,越秀-大沙头-大沙头路19号,38433,1995年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
愉景大厦,越秀-五羊新城-寺右二马路16-18号,43800,2000年,70年,2.50,30.0%,1,1.70元/平米/月,住宅
培正路小区,越秀-东山口-培正路,88301,1993年,70年,1.50,30.0%,1,0.30元/平米/月,住宅
凯城华庭,越秀-黄花岗-先烈中路83号,47000,2003年,70年,7.30,37.0%,1,1.80元/平米/月,住宅
六榕路小区,越秀-西门口-六榕路,36820,1989年,70年,2.60,35.0%,1,1.00元/平米/月,住宅
明达大厦,越秀-小北-应元路46-48号,71257,1999年,70年,2.69,28.0%,1,0.90元/平米/月,住宅
建设六马路小区,越秀-建设-建设六马路,44400,1981年,70年,3.40,30.0%,0,1.80元/平米/月,住宅
司马街大院,越秀-西门口-司马街,39332,1998年,70年,2.51,25.0%,0,0.90元/平米/月,住宅
翰林阁,越秀-黄花岗-先烈中路82-1号,53000,2000年,70年,3.10,35.0%,1,1.90元/平米/月,住宅
第一津街小区,越秀-西门口-第一津街,28796,1996年,70年,2.53,14.1%,1,1.20元/平米/月,住宅
东堤水岸,越秀-越秀南-东沙角路35-37号,63704,2007年,70年,8.30,30.0%,1,1.80元/平米/月,住宅
东鸣轩,越秀-农讲所-中山四路199-231号,69852,2000年,70年,2.60,36.0%,1,1.98元/平米/月,住宅
丛桂坊,越秀-五羊新城-达道路4号,45600,2000年,70年,1.00,30.0%,0,1.20元/平米/月,住宅
二沙岛岭南会公寓,越秀-二沙岛-晴波路15-25号,126436,1997年,70年,1.46,60.0%,0,5.00元/平米/月,住宅
海珠北路大院,越秀-西门口-海珠北路67号,30022,1990年,70年,1.50,20.0%,0,1.20元/平米/月,住宅
中海锦城南苑,越秀-东山口-中山一路,96000,2006年,70年,3.27,36.0%,1,4.00元/平米/月,住宅
西华二巷小区,越秀-解放北-西华二巷,36800,1995年,70年,2.00,30.0%,0,0.50元/平米/月,住宅
五羊新城(B区),越秀-五羊新城-寺右南北路,42746,1985年,70年,1.00,25.0%,0,1.50元/平米/月,住宅
应元宫道小区,越秀-小北-应元路23号,66124,1996年,70年,2.51,35.0%,0,0.50元/平米/月,住宅
寺右东小区,越秀-五羊新城-寺右四巷1号,42400,1991年,70年,2.00,21.0%,1,0.90元/平米/月,住宅
五羊新城(A区),越秀-五羊新城-寺右路,45800,1993年,70年,3.00,20.0%,1,0.50元/平米/月,住宅
水荫西约小区,越秀-东风东-水荫路13-15号,41037,2015年,70年,1.20,30.0%,1,0.50元/平米/月,住宅
碧翠苑,越秀-小北-下塘西路435号,31800,2002年,70年,3.60,30.0%,1,0.90元/平米/月,住宅
文明路小区,越秀-北京路-文明路,42342,1995年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
艺轩小区,越秀-东湖-沿江东路419号,45800,1994年,70年,3.00,40.0%,1,0.50元/平米/月,住宅
永福西约,越秀-黄花岗-永福路5-183号,33200,1995年,70年,3.40,20.0%,1,0.90元/平米/月,住宅
宜安小区,越秀-建设-建设六马路53号,45600,1996年,70年,2.00,10.0%,1,0.50元/平米/月,住宅
水荫路大院,越秀-水荫路-水荫路52-54号,37800,1995年,70年,1.00,30.0%,1,0.80元/平米/月,住宅
文德路大院,越秀-北京路-文德路48号,52500,1995年,70年,1.20,28.0%,0,1.00元/平米/月,住宅
应元大厦,越秀-小北-应元路121-127号,61825,1997年,70年,3.80,20.0%,1,1.60元/平米/月,住宅
下塘西大院,越秀-麓湖-下塘西35-610号,34755,2000年,70年,2.36,25.0%,1,1.00元/平米/月,住宅
龙湖大厦,越秀-大沙头-东湖路128号,61537,2000年,70年,1.83,25.0%,1,2.50元/平米/月,住宅
东川路小区,越秀-东川-东川路,52464,1989年,70年,1.80,16.0%,1,0.60元/平米/月,住宅
诗书路小区,越秀-解放南-诗书路56号,31333,1995年,70年,1.20,20.0%,1,0.50元/平米/月,住宅
君铂国际,越秀-东风东-东风东路701号,52500,2005年,70年,1.92,29.0%,1,2.50元/平米/月,住宅
机务段小区,越秀-流花-机务段大街,22164,1998年,70年,2.52,14.4%,1,0.80元/平米/月,住宅
保安前街小区,越秀-东山口-保安前街10-20号,51000,1997年,70年,2.40,18.0%,1,1.00元/平米/月,住宅
越富广场,越秀-西门口-人民北路833-835号,32992,1998年,70年,2.80,28.5%,0,1.40元/平米/月,住宅
淘金街20号-34号小区,越秀-淘金-淘金街20-34号,50500,2000年,70年,1.50,30.0%,1,1.50元/平米/月,住宅
水荫小区,越秀-水荫路-水荫路,43316,1990年,70年,2.30,36.0%,1,0.50元/平米/月,住宅
较场西路13号大院,越秀-东川-较场西路13号,69751,1995年,70年,1.50,20.0%,1,0.80元/平米/月,住宅
解放中路小区,越秀-北京路-解放中路,36998,1965年,70年,3.60,35.0%,1,0.60元/平米/月,住宅
福泉街小区,越秀-西门口-福泉街,35833,1990年,70年,1.50,25.0%,0,1.00元/平米/月,住宅
海月街小区,越秀-东川-海月街,40891,1992年,70年,2.50,25.0%,0,1.20元/平米/月,住宅
北较场横路3号大院,越秀-建设-北较场横路3号,62933,1988年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
中山三路小区,越秀-东川-中山三路,42363,1993年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
东环大厦,越秀-环市东-环市东路474号,47211,2003年,70年,2.50,35.0%,1,5.00元/平米/月,住宅
永胜上沙小区,越秀-东湖-永胜上沙20号,42200,1996年,70年,1.56,35.0%,0,0.50元/平米/月,住宅
太和岗小区,越秀-黄花岗-太和岗路,46000,1998年,70年,2.00,16.0%,0,0.70元/平米/月,住宅
兴隆东社区,越秀-解放北-百灵路66号,42773,1999年,70年,2.47,20.0%,1,0.70元/平米/月,住宅
万福路小区,越秀-北京路-万福路349号,46035,1992年,70年,2.40,18.0%,0,0.80元/平米/月,住宅
太华坊,越秀-小北-小北路,50220,2000年,70年,2.48,22.0%,0,0.90元/平米/月,住宅
太平沙小区,越秀-北京路-北京南路,34171,2000年,70年,2.10,15.0%,1,1.20元/平米/月,住宅
深华大厦,越秀-五羊新城-新马路131-133号,48100,1998年,70年,1.50,35.0%,1,0.90元/平米/月,住宅
新城市玥秀,越秀-小北-洪桥街13-37号,75644,2005年,70年,3.60,42.0%,0,2.50元/平米/月,住宅
云鹤北街小区,越秀-黄花岗-云鹤北街,40800,1995年,70年,2.80,40.0%,0,2.00元/平米/月,住宅
淘金东路小区,越秀-淘金-淘金东路41-47号,43800,2003年,70年,2.80,32.0%,1,1.80元/平米/月,住宅
兴仁里小区,越秀-东川-兴仁里84号,34086,1995年,70年,3.00,17.0%,1,0.90元/平米/月,住宅
农林上路八横路大院,越秀-东山口-农林上路八横路,59391,1998年,70年,2.00,40.0%,0,0.90元/平米/月,住宅
麓景东大院,越秀-麓湖-麓景东路,35400,1992年,70年,2.30,30.0%,1,2.50元/平米/月,住宅
培正东街小区,越秀-东山口-培正东街,76160,2000年,70年,1.50,20.0%,0,0.50元/平米/月,住宅
牛乳基小区,越秀-东川-东川路,47694,1999年,70年,1.20,35.0%,1,0.55元/平米/月,住宅
绿荫路小区,越秀-大沙头-绿荫路3号,32400,1990年,70年,1.80,20.0%,1,1.60元/平米/月,住宅
环市东路466号大院,越秀-环市东-环市东路466号,49932,1994年,70年,2.50,35.0%,1,1.50元/平米/月,住宅
农林上路三横路大院,越秀-东山口-农林上路三横路,62000,1989年,70年,2.50,35.0%,0,1.50元/平米/月,住宅
农本新村,越秀-东山口-农林下路,54514,1999年,70年,1.20,35.0%,0,0.80元/平米/月,住宅
金东环大厦,越秀-环市东-环市东路476-2号,65000,2008年,70年,8.90,20.0%,1,1.50元/平米/月,住宅
建设横马路小区,越秀-建设-建设横马路,41400,1988年,70年,3.40,30.0%,1,0.90元/平米/月,住宅
水荫二横路小区,越秀-水荫路-水荫二横路1-11号,46600,1998年,70年,2.00,20.0%,1,1.20元/平米/月,住宅
世贸花园,越秀-淘金-淘金路54号,53296,2001年,70年,1.45,25.0%,1,1.80元/平米/月,住宅
青云直街小区,越秀-北京路-青云直街,45600,2008年,70年,1.20,30.0%,1,0.50元/平米/月,住宅
建雅台,越秀-东川-荣华南7-9,51219,1999年,70年,3.00,20.0%,1,1.50元/平米/月,住宅
环市东路公安宿舍,越秀-环市东-环市东路435号,45800,1991年,70年,2.50,35.0%,1,0.90元/平米/月,住宅
华乐路小区,越秀-建设-华乐路,46971,2015年,70年,1.50,26.0%,0,0.90元/平米/月,住宅
东雅兰院,越秀-杨箕-泰兴直街66号,56733,2011年,70年,2.00,23.0%,0,0.90元/平米/月,住宅
大华园宿舍,越秀-小北-应元路45号,51000,1990年,70年,1.50,20.0%,1,0.90元/平米/月,住宅
福今东路大院,越秀-东风东-福今东路,58823,1998年,70年,1.50,38.0%,0,10.00元/平米/月,住宅
鸿业大厦,越秀-五羊新城-东兴南路67号,54000,2000年,70年,7.93,30.0%,0,0.90元/平米/月,住宅
翰雅明轩,越秀-农讲所-中山四路34号,73602,2008年,70年,8.70,35.0%,1,2.00元/平米/月,住宅
东山龙珠大厦,越秀-农林下路-竹丝岗二马路5号,86519,2003年,70年,4.20,32.0%,1,2.50元/平米/月,住宅
东环路3号大院,越秀-环市东-东环路3号,52024,2005年,70年,2.00,12.0%,1,1.00元/平米/月,住宅
北园社区,越秀-小北-小北路218号,47043,1995年,70年,0.50,20.0%,1,0.90元/平米/月,住宅
百灵路小区,越秀-西门口-百灵路20号,44616,1995年,70年,2.50,35.0%,1,0.50元/平米/月,住宅
白云宾馆宿舍,越秀-淘金-淘金坑22-25号,45800,1998年,70年,2.50,20.0%,1,1.50元/平米/月,住宅
华友大厦,越秀-五羊新城-寺右新马路5号之五,52500,2005年,70年,2.50,30.0%,0,0.90元/平米/月,住宅
置地大厦,越秀-东川-较场西路6号,55904,2000年,70年,2.50,30.0%,0,0.90元/平米/月,住宅
东山京士柏,越秀-东川-东华东路558-598号,128208,2011年,70年,4.10,30.0%,1,0.90元/平米/月,住宅
嘉兰轩,越秀-西门口-大新路388号,52219,2020年,70年,2.00,30.0%,1,2.80元/平米/月,住宅
淘金坑小区,越秀-淘金-淘金坑34-53号,51772,1995年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
先烈南路大院,越秀-建设-先烈南路21号,45315,1998年,70年,1.50,20.0%,1,1.00元/平米/月,住宅
粤海拾桂府,越秀-北京路-珠光路43-55号,101864,2017年,70年,7.84,32.7%,1,4.50元/平米/月,住宅
御龙国际商寓,越秀-流花-广园西路235号,23034,2008年,70年,4.80,30.0%,1,2.00元/平米/月,住宅
新河浦一横路小区,越秀-东湖-新河浦一横路16号,57500,2000年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
五羊新城(C区),越秀-五羊新城-寺右路,45800,1995年,70年,2.00,40.0%,0,0.90元/平米/月,住宅
五羊北小区,越秀-五羊新城-寺右新马路,45400,1990年,70年,1.20,20.0%,1,0.60元/平米/月,住宅
雍雅园(越秀),越秀-农讲所-芳草街2号,74669,2001年,70年,2.50,33.0%,1,1.50元/平米/月,住宅
应元社区,越秀-小北-应元路29号,49064,2000年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
水荫路56号大院,越秀-环市东-水荫路60号,45400,2000年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
颐秀华庭,越秀-小北-应元路90号,79357,2003年,70年,2.80,52.0%,1,2.10元/平米/月,住宅
骏朗轩,越秀-建设-建设大马路23号,70385,2006年,70年,2.50,60.0%,1,1.80元/平米/月,住宅
牛皮巷小区,越秀-东山口-东湖路,61500,1995年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
乐韵居,越秀-西门口-云路街1-15号,37200,2000年,70年,4.72,13.0%,1,0.80元/平米/月,住宅
聚仁坊小区,越秀-农讲所-德政中路183号,44613,1995年,70年,6.90,25.0%,0,0.90元/平米/月,住宅
共和路1-19号小区,越秀-共和路-共和路1-19号,66257,1999年,70年,1.50,30.0%,1,0.50元/平米/月,住宅
华丰大厦(越秀),越秀-东山口-新河浦路68号,58015,2000年,70年,2.30,30.0%,0,2.00元/平米/月,住宅
福地巷社区,越秀-西门口-纸行路128号,30788,1995年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
接龙一巷小区,"越秀-小北-接龙一巷24-28号,30号,34-38号,46号,50-52号",50319,2006年,70年,1.20,30.0%,1,0.50元/平米/月,住宅
景华大厦,越秀-东川-东华西路150-152号,42754,1998年,70年,3.00,35.0%,0,1.20元/平米/月,住宅
寺右新马路小区,越秀-五羊新城-寺右新马路62号,44155,1980年,70年,1.50,20.0%,1,1.00元/平米/月,住宅
共和南小区,越秀-共和路-共和南路,46401,1992年,70年,3.00,20.0%,0,0.90元/平米/月,住宅
花城苑(越秀),越秀-二沙岛-松涛街,116444,1993年,70年,1.56,30.0%,0,0.90元/平米/月,住宅
水荫路86-96号小区,越秀-环市东-水荫路86-96号,43000,2000年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
北京南路麦栏街小区,越秀-北京路-麦栏街,34051,2000年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
方圆流花月岛,越秀-盘福-流花路109号,89000,2018年,70年,4.47,30.0%,1,2.50元/平米/月,住宅
市委党校大院,越秀-黄花岗-先烈中路99号,50500,1992年,70年,1.20,40.0%,0,0.50元/平米/月,住宅
大洋江畔雅苑,越秀-北京路-北京路,82239,2017年,70年,2.60,30.0%,1,2.80元/平米/月,住宅
世茂天越,越秀-杨箕-广州大道中193号,130957,2019年,70年,2.50,35.0%,1,4.22元/平米/月,住宅
德政南路小区,越秀-北京路-德政南路59号,35400,2004年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
青菜岗小区,越秀-建设-青菜岗44-51号,54385,1998年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
大沙头四马路小区,越秀-大沙头-大沙头四马路9号,45600,1993年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
东华南路小区,越秀-东湖-东华南路132号,45096,2001年,70年,3.50,35.0%,1,1.00元/平米/月,住宅
光孝路小区,越秀-西门口-光孝路,30000,2008年,70年,2.00,20.0%,0,0.90元/平米/月,住宅
珠光街广舞台社区,越秀-东湖-东堤三马路,36394,1995年,70年,1.20,15.0%,0,0.50元/平米/月,住宅
瑞兴大厦,越秀-北京路-东风中路350号,49300,1992年,70年,2.50,20.0%,0,1.20元/平米/月,住宅
小石街小区,越秀-小北-小石街,60526,1995年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
观绿路小区,越秀-西门口-观绿路11号,29800,1995年,70年,1.50,20.0%,1,1.00元/平米/月,住宅
山河大街大院,越秀-东山口-山河大街68号,87500,1998年,70年,1.20,30.0%,0,0.90元/平米/月,住宅
德安新街小区,越秀-东川-德安新街1-12号,43824,2006年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
水荫路21号大院,越秀-水荫路-水荫路21-1号,45800,1998年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
瓦窑街小区,越秀-东山口-瓦窑街,58500,1995年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
东关汛小区,越秀-东川-中山三路东关汛,40907,1996年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
马棚岗小区,越秀-东山口-马棚岗11号,52857,1995年,70年,1.50,30.0%,1,1.00元/平米/月,住宅
云泉新村,越秀-广园东-云泉路56号,28000,1996年,70年,2.00,30.0%,0,0.90元/平米/月,住宅
人民中路小区,"越秀-西门口-人民中路360号,362号",26200,1990年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
六榕大厦,越秀-西门口-六榕路65号,50283,2001年,70年,2.50,20.0%,0,0.90元/平米/月,住宅
净慧街小区,越秀-西门口-净慧街1号,33529,2002年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
广医小区,越秀-盘福-东风西路195号,47793,1996年,70年,2.54,38.0%,1,0.50元/平米/月,住宅
伟超置业大厦,越秀-东川-启正上街15-19号,44400,1998年,70年,2.50,18.0%,1,1.20元/平米/月,住宅
文德路文化大楼,越秀-北京路-文德北路170-174号,54000,1991年,70年,3.00,20.0%,0,1.20元/平米/月,住宅
执信南竹丝村,越秀-农林下路-执信南路,56687,2001年,70年,2.10,45.0%,1,0.50元/平米/月,住宅
韫祥楼,越秀-农讲所-德政中路238号,38800,1999年,70年,2.50,22.0%,1,1.20元/平米/月,住宅
长兴直街小区,越秀-越秀南-长兴直街,38307,1998年,70年,2.00,35.0%,0,0.90元/平米/月,住宅
越秀北路422-424号,越秀-小北-越秀北路422-424号,52000,1990年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
越秀北市委大院,越秀-小北-越秀北路249号,55000,2000年,70年,1.20,30.0%,1,0.50元/平米/月,住宅
署前一街小区,越秀-东山口-署前一街,46800,1995年,70年,1.50,20.0%,0,0.50元/平米/月,住宅
挞子大街小区,越秀-小北-挞子大街,53500,2000年,70年,1.50,20.0%,1,1.00元/平米/月,住宅
拾桂坊小区,越秀-农讲所-德政中路364号之1,38600,1990年,70年,1.50,20.0%,0,0.40元/平米/月,住宅
山河后街61号大院,越秀-东山口-山河后街61号,64500,1991年,70年,1.20,23.0%,0,0.70元/平米/月,住宅
越秀北路234-246号宿舍,越秀-小北-越秀北路234-246号,56500,1990年,70年,1.20,20.0%,0,暂无,住宅
淘金街11-27号小区,越秀-淘金-淘金街11-27号,50000,2016年,70年,1.50,30.0%,0,1.20元/平米/月,住宅
永泰东约,越秀-淘金-环市东路,40000,1993年,70年,2.50,20.0%,0,0.90元/平米/月,住宅
下塘西小区,越秀-麓湖-下塘西路2-34号,32400,1998年,70年,2.50,52.0%,1,0.90元/平米/月,住宅
长庚门前街小区,越秀-东川-长庚门前街24号,42271,1982年,70年,1.00,30.0%,1,0.90元/平米/月,住宅
寺右二马路小区,越秀-五羊新城-寺右二马路33-39号,44600,1992年,70年,0.50,30.0%,0,0.50元/平米/月,住宅
水均南街大院,越秀-东风东-水均南街,46400,1992年,70年,1.50,30.0%,0,0.50元/平米/月,住宅
远洋小北宿舍,越秀-小北-环市中路319号,42400,1997年,70年,3.00,40.0%,1,0.80元/平米/月,住宅
寺贝通津1号大院,越秀-东山口-寺贝通津1号,51392,1999年,70年,1.50,20.0%,1,0.90元/平米/月,住宅
圣安苑,越秀-流花-广园西路,16666,2000年,70年,1.50,13.0%,0,0.40元/平米/月,住宅
明华轩,越秀-五羊新城-寺右一马路20号,62418,2000年,70年,2.30,30.0%,0,1.70元/平米/月,住宅
新华楼,越秀-水荫路-天河路20号,79500,2000年,70年,3.60,25.0%,1,1.20元/平米/月,住宅
名品居,越秀-中山路-中山一路51号,48500,2003年,70年,3.90,36.0%,1,2.50元/平米/月,住宅
青菜岗38号大院,越秀-建设-青菜岗38号,44400,1996年,70年,1.90,36.0%,0,0.50元/平米/月,住宅
九星巷,越秀-解放北-百灵路,41439,1992年,70年,2.00,35.0%,1,0.80元/平米/月,住宅
均益大厦,越秀-东山口-东华东路543号,68263,1999年,70年,5.60,20.0%,1,1.50元/平米/月,住宅
龟岗大马路小区,越秀-东山口-龟岗大马路,56500,1995年,70年,0.30,35.0%,0,0.50元/平米/月,住宅
黄华路40大院,越秀-建设-黄华路40号,52871,1988年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
教工新村,越秀-东山口-保安南街34-40号,61359,1996年,70年,1.50,35.0%,1,0.90元/平米/月,住宅
华光街小区,越秀-小北-应元路,53313,1996年,70年,1.50,12.0%,0,0.90元/平米/月,住宅
农林上路四横路大院,越秀-东山口-农林上路四横路,67500,1998年,70年,2.00,40.0%,0,1.80元/平米/月,住宅
麓苑路30号院,越秀-淘金-麓苑路30号,42600,2015年,70年,1.20,30.0%,0,1.10元/平米/月,住宅
梅东小区,越秀-东风东-梅东路北段58号,48500,1992年,70年,2.20,40.0%,0,0.50元/平米/月,住宅
麓苑路31号院,越秀-淘金-麓苑路31号,43000,1995年,70年,1.20,20.0%,1,1.50元/平米/月,住宅
高知老干楼,越秀-淘金-淘金路56号,48000,1997年,70年,1.20,20.0%,1,0.50元/平米/月,住宅
寺贝底侧,越秀-五羊新城-共和大街,54930,1998年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
青菜岗8-24号大院,越秀-建设-青菜岗8-24号,47471,1995年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
农林上路二横路大院,越秀-东山口-农林上路二横路,67581,1992年,70年,1.00,40.0%,0,2.50元/平米/月,住宅
仑园社区,越秀-东山口-庙前西街22号,54000,1980年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
金地大厦,越秀-淘金-淘金横街3号,51463,1998年,70年,2.65,42.0%,1,0.90元/平米/月,住宅
建设二马路小区,越秀-建设-建设二马路,48071,1992年,70年,2.00,35.0%,1,0.50元/平米/月,住宅
麓湖居,越秀-小北-麓景西路,33800,1999年,70年,1.30,40.0%,1,0.50元/平米/月,住宅
环市东路教育厅宿舍,越秀-环市东-环市东路461-4号,54500,2002年,70年,2.50,25.0%,0,0.80元/平米/月,住宅
梅东社区,越秀-农林下路-梅花路,56500,1995年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
广信晖景大厦,越秀-五羊新城-广州大道中111-113号,47000,1993年,70年,2.50,30.0%,1,0.90元/平米/月,住宅
国利大厦,越秀-北京路-东园路36-38号,48776,1999年,70年,1.60,25.0%,1,1.50元/平米/月,住宅
华泉社区,越秀-流花-北站路6号,17500,2002年,70年,1.20,30.0%,1,0.50元/平米/月,住宅
福今东8号大院,越秀-东山口-福今路8号,58133,2015年,70年,1.50,30.0%,0,10.00元/平米/月,住宅
广发花园,越秀-东风东-环市东路498号,40580,1995年,70年,2.00,30.0%,1,2.00元/平米/月,住宅
东山领汇广场,越秀-中山路-中山一路59-63号,79263,2013年,70年,5.30,30.0%,1,2.70元/平米/月,住宅
东环路1号大院,越秀-东风东-东环路1号,54500,1988年,70年,2.00,26.0%,1,0.40元/平米/月,住宅
东环路2号大院,越秀-东风东-东环路2号,49100,1988年,70年,1.20,20.0%,0,0.60元/平米/月,住宅
恒福西苑,越秀-淘金-恒福路252-272号,43600,1992年,70年,2.60,40.0%,1,0.90元/平米/月,住宅
法政路69号后座小区,越秀-小北-法政路69号,66079,2006年,70年,1.20,30.0%,1,0.50元/平米/月,住宅
都府居住小区,越秀-公园前-正南路4号,47910,1995年,70年,2.36,17.0%,1,2.00元/平米/月,住宅
德心轩,越秀-东山口-庙前西街15-9号,68500,2005年,70年,2.00,30.0%,1,0.90元/平米/月,住宅
福今路3号大院,越秀-东风东-福今路3号,59712,1990年,70年,1.20,20.0%,1,0.50元/平米/月,住宅
芳草街小区,越秀-农讲所-芳草街63号,41781,1990年,70年,1.60,45.0%,0,1.20元/平米/月,住宅
东八街小区,越秀-建设-东八街4-12号,57226,1990年,70年,2.00,40.0%,0,1.20元/平米/月,住宅
东川一街小区,越秀-东川-东川路,52631,1992年,70年,2.50,30.0%,0,0.80元/平米/月,住宅
稻谷仓小区,越秀-西门口-六榕路,41653,1995年,70年,2.00,30.0%,0,1.20元/平米/月,住宅
八旗二马路小区,越秀-北京路-八旗二马路50-100号,37662,1999年,70年,2.00,20.0%,0,1.20元/平米/月,住宅
安利大厦,越秀-东湖-大沙头二马路47号,48128,1995年,70年,2.30,40.0%,1,1.80元/平米/月,住宅
白云路小区,越秀-东川-白云路中段34号,42647,1999年,70年,3.00,21.0%,0,0.80元/平米/月,住宅
新裕大厦,越秀-农林下路-农林下路81号1,21000,1997年,70年,3.80,20.0%,1,2.00元/平米/月,住宅
共和苑2,越秀-共和路-共和路18号,61500,1992年,70年,1.50,20.0%,1,1.20元/平米/月,住宅
华顺大厦,越秀-农讲所-豪贤路1号,43000,2001年,70年,2.65,10.0%,0,0.90元/平米/月,住宅
丽晶大厦,越秀-淘金-淘金路50号,42832,2003年,70年,4.50,20.0%,1,0.90元/平米/月,住宅
金悦东山国际公馆,越秀-黄花岗-永福路36号,43200,2008年,70年,2.50,26.5%,0,0.90元/平米/月,住宅
广梅汕铁路(梅花路)宿舍,越秀-杨箕-梅花路16号,58420,2016年,70年,2.50,30.0%,1,1.00元/平米/月,住宅
西华一巷,越秀-北京路-解放北路829号,34000,2000年,70年,1.50,30.0%,0,暂无,住宅
环市中路309号小区,越秀-小北-环市中路309号,41600,2000年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
水荫路98-187号小区,越秀-水荫路-水荫路98-187号,24800,2000年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
北京路小区,"越秀-北京路-北京路46,265,275,279号",40000,1996年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
农林东路小区,越秀-东山口-农林东路26号,51000,1990年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
纸行路小区,越秀-西门口-金紫坊3号,26000,1995年,70年,2.15,25.0%,0,0.90元/平米/月,住宅
杏花巷社区,越秀-西门口-杏花巷47号,28716,2002年,70年,1.50,30.0%,1,1.00元/平米/月,住宅
共和路35-37号小区,越秀-杨箕-共和路35-37号,56000,2006年,70年,1.50,30.0%,0,1.00元/平米/月,住宅
南坑东17号大院,越秀-小北-南坑东17号,32600,1995年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
环市东路430-446号小区,越秀-环市东-环市东路430-446号,48500,1990年,70年,1.50,20.0%,0,暂无,住宅
文德南路大院,越秀-北京路-文德南路,39789,1995年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
环市东路467-505号楼,越秀-水荫路-环市东路467-505号,45600,2006年,70年,2.50,30.0%,0,0.90元/平米/月,住宅
