小区,小区地址,PRI,AGE,YEAR,FAR,GRE,CAR,PRO,物业类型
绿佳花园,天河-粤垦-燕都路62-76号,31242,1998年,70年,2.60,35.0%,1,1.50元/平米/月,住宅
金山轩,天河-天河北-五山路242号,54176,2000年,70年,1.10,35.0%,1,0.70元/平米/月,住宅
御景雅苑,天河-天河公园-天府路7号,94211,2014年,70年,3.82,35.7%,1,3.50元/平米/月,住宅
峻林,天河-林和-林和东路261号,132915,2017年,70年,6.15,30.0%,1,4.10元/平米/月,住宅
南天广场,天河-珠江新城西-花城大道1号,51024,2002年,70年,5.39,39.0%,1,2.09元/平米/月,住宅
金建苑,天河-粤垦-燕岭路,34134,1995年,70年,2.83,40.0%,1,0.50元/平米/月,住宅
广信花园,天河-石牌-黄埔大道西273号,51162,1998年,70年,2.80,30.0%,1,1.50元/平米/月,住宅
铂林国际公寓,天河-珠江新城西-花城大道16号,73991,2006年,70年,10.00,20.0%,1,3.80元/平米/月,住宅
中海璟晖华庭,天河-珠江新城中-猎德大道31号,128255,2007年,70年,8.94,35.0%,1,3.30元/平米/月,住宅
丰乐苑,天河-珠江新城中-潭乐街102-120号,58593,2004年,70年,2.50,30.0%,0,0.90元/平米/月,住宅
天寿大厦,天河-天河北-天寿路105号,82900,1998年,70年,8.70,30.0%,1,2.50元/平米/月,住宅
银燕大厦天鸿阁,天河-粤垦-燕岭路25-27号,24800,1999年,70年,2.50,20.0%,1,1.00元/平米/月,住宅
华南师范大学教师新村,天河-华师-青松东路,69915,2000年,70年,2.50,30.0%,1,1.00元/平米/月,住宅
珠光御景骏庭,天河-东圃-东圃二马路,51418,2017年,70年,3.00,30.0%,1,3.20元/平米/月,住宅
华骏花园,天河-珠江新城东-马场路519号,100626,2000年,70年,3.00,30.0%,1,1.00元/平米/月,住宅
白马花园,天河-员村-白马岗街,24800,2000年,70年,3.00,10.0%,1,0.90元/平米/月,住宅
喜洋居,天河-天河公园-中山大道西,46178,2006年,70年,2.50,25.0%,1,0.90元/平米/月,住宅
恒安大厦,天河-员村-黄埔大道中256号,43752,1998年,70年,3.00,35.0%,1,1.50元/平米/月,住宅
茶山小区,天河-五山-茶山路,64580,1999年,70年,1.50,35.0%,1,1.20元/平米/月,住宅
馨怡花苑,天河-龙怡路-龙口东路416-422号,43883,1994年,70年,3.12,38.0%,1,0.60元/平米/月,住宅
星汇御府,天河-珠江新城东-海业路,188742,2017年,70年,3.50,33.0%,1,8.00元/平米/月,住宅
侨林苑(三期),天河-林和-侨林街,89746,2003年,70年,2.00,40.0%,1,2.30元/平米/月,住宅
尚雅小区,天河-体育西路-黄埔大道西196号,58724,1994年,70年,1.50,41.0%,1,0.65元/平米/月,住宅
信华经理人花园,天河-天河公园-华景东路216号,60057,2004年,70年,3.84,30.0%,1,1.20元/平米/月,住宅
华建小区,天河-天河公园-东方三路3-7号,50016,2001年,70年,1.50,35.0%,1,1.20元/平米/月,住宅
尚东宏御,天河-珠江新城东-花城大道760号,115984,2006年,70年,2.50,35.0%,1,2.80元/平米/月,住宅
利雅湾,天河-珠江新城中-兴民路160号,132156,2014年,70年,3.76,35.0%,1,4.60元/平米/月,住宅
天河东远洋小区,天河-天河北-天河东路171-173号,56264,1996年,70年,2.00,15.0%,1,0.75元/平米/月,住宅
信成小区,天河-天河北-天河东路197号,51609,1995年,70年,2.00,30.0%,1,0.70元/平米/月,住宅
希尔顿阳光,天河-天河北-龙口西路305号,69764,2002年,70年,2.00,35.0%,1,2.80元/平米/月,住宅
龙湖首开天宸原著,天河-黄村-悦景路,54507,2019年,70年,2.10,35.0%,1,2.80元/平米/月,住宅
翰景轩,天河-华师-翰景街2号,53500,2005年,70年,3.00,40.0%,1,1.50元/平米/月,住宅
金泽大厦,天河-体育西路-黄埔大道西201号,38800,1996年,70年,2.55,20.0%,0,0.90元/平米/月,住宅
兰亭荟,天河-珠江新城东-平云路165号,84396,2013年,70年,1.42,33.9%,1,2.80元/平米/月,住宅
光华大厦,天河-天河北-天河北路82-88号,45859,2000年,70年,2.17,35.0%,1,1.87元/平米/月,住宅
林和苑,天河-龙怡路-龙口东路389号,54500,1999年,70年,2.70,35.0%,1,1.20元/平米/月,住宅
富力盈丰大厦,天河-珠江新城西-华强路2号,27111,2008年,50年,3.80,30.0%,0,0.90元/平米/月,商住楼
南国商苑,天河-珠江新城东-海居路11-12号,104967,2009年,70年,2.50,32.1%,1,3.80元/平米/月,住宅
隽悦园,天河-天河公园-天府路157号,85829,2005年,70年,2.50,42.0%,1,2.29元/平米/月,住宅
农科院(中区),天河-五山-金颖路,55681,2000年,70年,1.32,25.0%,1,0.65元/平米/月,住宅
倚龙华轩贤人阁,天河-岗顶-龙口西路67-71号,56068,1998年,70年,2.50,10.0%,1,1.80元/平米/月,住宅
珠江东境,天河-棠下-科韵路,71359,2019年,70年,0.60,40.0%,1,5.00元/平米/月,住宅
体育西苑,天河-体育西路-天河直街148号,60213,2002年,70年,3.50,40.0%,1,2.00元/平米/月,住宅
朝晖苑,天河-林和-天寿路2-8号,65609,1997年,70年,2.50,20.0%,1,1.95元/平米/月,住宅
嘉裕丹顿阳光,天河-珠江新城中-海安路2号,103353,2010年,70年,2.50,30.3%,1,3.50元/平米/月,住宅
海景大厦,天河-天河公园-棠石路8号,42369,2000年,70年,3.00,10.0%,0,0.90元/平米/月,住宅
汇景新城上城勋堡,天河-汇景新城-汇景南路,96816,2008年,70年,1.20,40.0%,1,3.00元/平米/月,住宅
六运五街小区,天河-体育西路-六运五街,50769,1995年,70年,2.00,30.0%,1,0.65元/平米/月,住宅
聚龙阁,天河-天河北-龙口西路219号,54034,1999年,70年,2.50,30.0%,1,1.98元/平米/月,住宅
耀星华庭,天河-林和-天寿路25-27号,71235,2004年,70年,3.00,23.0%,1,2.50元/平米/月,住宅
华天国际广场,天河-龙口东-龙口中路201号,52945,1995年,70年,3.80,10.0%,1,1.50元/平米/月,住宅
百合苑(A区),天河-员村-员村四横路,40000,1996年,70年,0.88,30.0%,1,0.90元/平米/月,住宅
鸿运花园(天河),天河-天河公园-路诚街1-50号,44712,1998年,70年,3.50,35.0%,1,0.65元/平米/月,住宅
富丽花苑(天河),天河-体育中心-体育东路64号,52264,1995年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
新光天河峰景,天河-沙太南-兴华路1号,46060,2000年,70年,1.50,20.0%,1,1.00元/平米/月,住宅
紫藤阁,天河-天河公园-金兴一街45号,17857,1996年,70年,2.40,20.0%,0,0.50元/平米/月,住宅
紫林居,天河-员村-黄埔大道中195号,46326,2000年,70年,0.50,35.0%,1,0.45元/平米/月,住宅
中兴花园,天河-东圃-中山大道中1104号,41666,2001年、2012年,70年,4.10,30.0%,1,1.50元/平米/月,住宅
天龙大厦,天河-石牌-龙口西路86号,47600,1993年,70年,2.30,43.0%,1,2.10元/平米/月,住宅
佳润上品菁园,天河-东圃-中山大道中438号,51000,2014年,70年,2.53,35.0%,1,2.70元/平米/月,住宅
燕东大厦,天河-燕塘-燕岭路390号,23972,2005年,70年,3.00,35.0%,1,1.00元/平米/月,住宅
汇富花园,天河-粤垦-燕都路34-42号,41166,1998年,70年,2.00,15.0%,1,0.80元/平米/月,住宅
富信广场,天河-沙河-禺东西路25号,32289,1994年,70年,1.20,35.0%,1,1.25元/平米/月,住宅
德埔小区,天河-岗顶-黄埔大道西321号,50939,1993年,70年,1.50,36.0%,1,0.90元/平米/月,住宅
龙岗路34号大院,天河-沙河-龙岗路34号,38518,1980年,70年,1.50,20.0%,1,0.40元/平米/月,住宅
西雅苑(天河),天河-天河北-体育西路127-131号,58964,1998年,70年,2.00,30.0%,1,2.40元/平米/月,住宅
力迅上筑,天河-珠江新城东-海明路22号,115114,2005年,70年,4.02,35.0%,1,2.50元/平米/月,住宅
广安楼,天河-天河北-禺东西路6号,22600,1997年,70年,3.00,35.0%,1,1.00元/平米/月,住宅
龙熹苑,天河-棠下-科韵路,26400,2010年,70年,1.20,33.0%,1,3.00元/平米/月,住宅
冠庭园,天河-沙太南-广州大道北649-3号,31819,2001年,70年,2.23,40.0%,1,2.00元/平米/月,住宅
华江花园,天河-天河公园-黄埔大道中103-113号,45556,2000年、2004年,70年,3.30,40.0%,1,0.40元/平米/月,住宅
君紫花园,天河-岗顶-新陶大街,49286,1995年,70年,2.50,38.0%,1,0.60元/平米/月,住宅
珠江苑,天河-天河北-天寿路37-85号,62000,1998年,70年,2.50,20.0%,1,0.70元/平米/月,住宅
天荣小区,天河-体育西路-天荣路,47688,1997年,70年,2.10,30.0%,1,1.50元/平米/月,住宅
沙和路小区,天河-沙河-沙和路,20000,2000年,70年,2.10,12.0%,1,0.70元/平米/月,住宅
睿山,天河-五山-茶山路,79525,2012年,70年,2.80,41.0%,1,2.50元/平米/月,住宅
侨景大厦,天河-天河北-信成南街15-17号,63433,1998年,70年,1.60,40.0%,1,1.51元/平米/月,住宅
沁馥佳苑,天河-天河公园-中山大道西105号,79810,2007年,70年,3.70,40.0%,1,1.90元/平米/月,住宅
广州有色金属研究院,天河-长兴-长兴路363号,35600,1997年,70年,2.00,20.0%,0,0.30元/平米/月,住宅
环宇花园,天河-天河公园-中山大道100-122号,46000,2000年,70年,3.23,30.0%,1,1.05元/平米/月,住宅
华南理工大学教工宿舍,天河-五山-五山路381号,66304,2002年,70年,1.20,30.0%,1,0.38元/平米/月,住宅
鸿燕居小区,天河-粤垦-燕都路35-89号,32263,1998年,70年,2.31,43.0%,1,0.70元/平米/月,住宅
恒达苑,天河-天河北-林和东路200号,59872,1997年,70年,1.50,10.0%,1,0.65元/平米/月,住宅
茶景苑,天河-五山-贤韵街10-20号,47504,1999年,70年,2.60,32.0%,1,0.80元/平米/月,住宅
五星阁,天河-粤垦-粤垦路523号,27216,1999年,70年,8.50,24.0%,1,1.20元/平米/月,住宅
粤韵庭园,天河-员村-黄埔大道中,57010,2002年,70年,2.50,30.0%,1,0.80元/平米/月,住宅
阳光家园(天河),天河-沙太南-沙太南路253号,29915,2001年,70年,1.76,30.0%,1,0.50元/平米/月,住宅
中强雅苑,天河-沙河-广州大道中1432号,41898,2008年,70年,2.80,30.0%,1,1.50元/平米/月,住宅
天河东路小区,天河-天河北-天河东路,50000,2000年,70年,2.00,40.0%,0,0.90元/平米/月,住宅
林和西小区,天河-天河北-林和西路,36400,1996年,70年,2.50,30.0%,1,1.50元/平米/月,住宅
汇景新城柏菲美泉,天河-汇景新城-汇景南路,98295,2005年,70年,1.00,40.0%,1,2.60元/平米/月,住宅
福金莲花园,天河-员村-黄埔大道124号,43841,2003年,70年,2.50,30.0%,1,0.60元/平米/月,住宅
暨南大学明湖苑,天河-岗顶-黄埔大道西601号,90585,2000年,70年,3.00,25.0%,0,0.50元/平米/月,住宅
星海苑,天河-沙河-水荫路120-122号,47600,1999年,70年,1.20,20.0%,1,0.50元/平米/月,住宅
华南理工大学南秀村小区,天河-五山-六峰山路,61935,1998年,70年,1.50,44.0%,1,0.50元/平米/月,住宅
员村公安宿舍,天河-员村-百合路33号,53595,1998年,70年,2.50,22.0%,1,0.80元/平米/月,住宅
嘉怡花苑,天河-龙怡路-龙怡路93-111号,49854,1998年,70年,3.00,30.0%,1,0.60元/平米/月,住宅
鸿景园,天河-龙口东-龙口东路366-368号,47742,1998年,70年,2.50,10.0%,1,2.00元/平米/月,住宅
水荫一横路小区,天河-天河北-水荫一横路,24600,1989年,70年,2.00,20.0%,0,0.90元/平米/月,住宅
融达领寓,天河-小新塘-光宝路7号,20022,2013年,70年,2.50,35.0%,1,3.80元/平米/月,住宅
华颖花园,天河-员村-员村一横路7号,39823,1998年,70年,2.80,40.0%,1,暂无,住宅
东荣文华轩,天河-长兴-长兴路35号,44804,2009年,70年,2.90,37.0%,1,2.29元/平米/月,住宅
翠屏富通雅苑,天河-东圃-东环路21号,51146,2007年,70年,1.80,37.8%,1,0.80元/平米/月,住宅
侨源阁,天河-粤垦-侨源大街1号,33800,2005年,70年,2.00,30.0%,0,1.00元/平米/月,住宅
员村白水塘小区,天河-员村-黄埔大道中,34402,1997年,70年,2.60,25.0%,0,0.60元/平米/月,住宅
双城国际公寓,天河-珠江新城西-花城大道21-25号,52265,2004年,70年,3.50,33.7%,1,2.80元/平米/月,住宅
嘉怡苑,天河-天河北-天河北路445号,54215,1995年,70年,2.50,35.0%,1,1.85元/平米/月,住宅
邦华名悦大厦,天河-珠江新城西-华成路2号,92669,2009年,70年,8.60,40.0%,1,3.50元/平米/月,住宅
长兴小区,天河-长兴-长兴路318-1号,36031,2005年,70年,1.00,30.0%,1,1.10元/平米/月,住宅
华景新城六期东区,天河-天河公园-华景路,54738,2000年,70年,3.20,30.0%,1,1.20元/平米/月,住宅
福龙苑,天河-粤垦-粤垦路124号,33524,1998年,70年,2.90,20.0%,1,0.80元/平米/月,住宅
天润大厦,天河-科韵路-黄埔大道中259号,34600,1996年,70年,3.00,20.0%,1,1.50元/平米/月,住宅
锦华轩,天河-岗顶-石牌东路46号,44232,1996年,70年,1.56,10.0%,1,0.60元/平米/月,住宅
冠军小区,天河-岗顶-石牌东路4号,43357,1995年,70年,3.16,11.0%,1,0.80元/平米/月,住宅
泽晖苑,天河-天河公园-华景路62-80号,54423,1999年,70年,2.71,30.0%,1,1.50元/平米/月,住宅
天河南一路小区,天河-体育中心-天河南一路,50750,1992年、1996年,70年,2.00,40.0%,0,0.60元/平米/月,住宅
天雅阁,天河-天河北-龙口西路558-574号(单号),45400,1998年,70年,3.00,15.0%,1,0.60元/平米/月,住宅
天河星辰大厦,天河-石牌-天河南二路26号,49500,2005年,70年,3.40,20.0%,1,3.00元/平米/月,住宅
华翠街小区,天河-员村-华翠街23号,55380,2001年,70年,2.00,30.0%,1,1.20元/平米/月,住宅
电子五所宿舍,天河-东莞庄-东莞庄路,42400,2003年,70年,0.60,60.0%,1,0.60元/平米/月,住宅
天立大厦,天河-龙口东-五山路137号,52738,1999年,70年,2.50,20.0%,0,0.90元/平米/月,住宅
天惠大厦,天河-天河北-龙口中路194号,81468,2002年,70年,3.50,25.0%,1,0.90元/平米/月,住宅
省文化厅大院,天河-沙河-水荫四横路32号-45号,43756,1997年,70年,1.20,26.0%,1,1.30元/平米/月,住宅
先烈东横路36号大院,天河-沙河-先烈东横路36号,30000,2001年,70年,0.50,30.0%,1,0.90元/平米/月,住宅
恒业大厦,天河-员村-黄埔大道中156-162号,56333,2005年,70年,3.00,30.0%,1,1.50元/平米/月,住宅
水荫四横路小区,天河-沙河-广州大道中1275号,30057,1997年,70年,2.50,16.0%,1,0.50元/平米/月,住宅
金达苑,天河-天河北-天润路,42089,1995年,70年,2.10,35.0%,1,0.80元/平米/月,住宅
华苑大厦,天河-天河北-天河直街1-87号,47700,1997年,70年,1.56,32.0%,1,1.95元/平米/月,住宅
华景锦苑,天河-天河公园-华景东路,86500,2014年,70年,2.96,31.0%,1,2.40元/平米/月,住宅
红英小区,天河-粤垦-燕岭路30号,27274,2000年,70年,1.50,30.0%,1,0.80元/平米/月,住宅
豪名阁,天河-珠江新城西-花城大道6号,48600,2001年,70年,2.50,30.0%,1,0.80元/平米/月,住宅
翠竹苑(天河),天河-岗顶-龙口东路137号,40239,2010年,70年,2.15,32.0%,1,1.75元/平米/月,住宅
天平花苑,天河-沙太南-牛利岗大街,23400,1996年,70年,2.96,40.0%,1,0.55元/平米/月,住宅
建丰大厦,天河-体育西路-天河南二路8号,51901,1993年,70年,2.50,20.0%,1,1.90元/平米/月,住宅
华景新城二期,天河-天河公园-粤生街62-100号,46000,1996年,70年,3.20,30.0%,1,1.50元/平米/月,住宅
时代新世界中心,天河-天平架-广园东路2193号,26446,2003年,70年,3.60,31.0%,1,2.50元/平米/月,住宅
招商雍华府,天河-黄村-悦景路,63518,2019年,70年,3.00,35.0%,1,3.20元/平米/月,住宅
怡侨大厦,天河-天河北-天河北路410号,61000,1997年,70年,3.00,35.0%,1,1.98元/平米/月,住宅
省政府机关宿舍,天河-天河北-天河北路595号,51000,1995年,70年,1.50,30.0%,1,1.10元/平米/月,住宅
润德大厦,天河-珠江新城西-华穗路28号,74600,2004年,70年,1.50,30.0%,1,1.80元/平米/月,住宅
润华大厦,天河-天河北-天润路37-39号,47215,1998年,70年,3.00,30.0%,1,1.80元/平米/月,住宅
侨林苑(一期),天河-林和-侨林街,68635,2003年,70年,2.00,40.0%,1,2.30元/平米/月,住宅
聚侨苑,天河-体育西路-广利路49-65号,44600,1999年,70年,2.40,20.0%,0,0.50元/平米/月,住宅
君华上域,天河-沙河-先烈东路198号,42000,2009年,70年,2.50,30.0%,1,2.50元/平米/月,住宅
龙苑大厦,天河-岗顶-天河路551-553号,39549,1990年,70年,7.97,20.0%,1,1.70元/平米/月,住宅
五仙花园,天河-沙太南-瑞和街22号,32400,2001年,70年,1.20,40.0%,1,1.80元/平米/月,住宅
中城苑,天河-长兴-长兴路292-312号,43706,2000年,70年,2.50,25.0%,1,1.00元/平米/月,住宅
天隆花苑,天河-龙口西-龙口西路573-579号,41544,1997年,70年,4.40,50.0%,1,1.00元/平米/月,住宅
天盛大厦,天河-体育西路-体育东路35号,37697,2000年,70年,2.50,30.0%,1,1.40元/平米/月,住宅
远洋明珠,天河-珠江新城西-华利路15-23号,61175,2000年,70年,9.46,30.0%,1,1.50元/平米/月,住宅
御华苑,天河-天河北-龙口中路150号,57238,1998年,70年,7.64,25.0%,1,1.50元/平米/月,住宅
六运七街小区,天河-石牌-六运七街,58856,1997年,70年,2.00,20.0%,1,0.65元/平米/月,住宅
龙口小区,天河-龙口西-龙口西路,53606,1996年,70年,2.70,32.0%,1,0.60元/平米/月,住宅
公园一号,天河-天河公园-天府路11号之一,83000,2007年,70年,5.00,30.0%,1,2.50元/平米/月,住宅
东河苑小区,天河-天河北-广州大道中1166-1206号,46236,1998年,70年,2.00,20.0%,1,1.00元/平米/月,住宅
保利中宇广场,天河-天河北-天河北路626号,89436,2009年,70年,2.40,33.0%,1,2.50元/平米/月,住宅
天河北远洋小区,天河-林和-天河北路397-431号,56922,1996年,70年,2.60,41.0%,1,0.60元/平米/月,住宅
华南理工大学西秀村小区,天河-五山-五山路381号,62154,1999年,70年,1.50,55.0%,1,1.00元/平米/月,住宅
春晖苑(天河),天河-粤垦-粤垦路16号,35677,1997年,70年,2.87,10.0%,1,1.20元/平米/月,住宅
协和新世界,天河-龙口东-天河北路577-581号,104210,2003年,70年,3.80,55.0%,0,0.90元/平米/月,住宅
源泉广场,天河-天河客运站-天源路130-144号,24000,1998年,70年,1.80,20.0%,1,1.00元/平米/月,住宅
天河公安龙洞宿舍楼,天河-龙洞-龙洞东路230号,27450,1998年,70年,2.00,32.0%,1,1.00元/平米/月,住宅
珠江旭景熙苑,天河-车陂-熙湖街11号,49000,2004年,70年,2.80,56.9%,1,2.00元/平米/月,住宅
穗茵园,天河-科韵路-建华路21-49号,42203,1990年,70年,2.50,30.0%,1,0.50元/平米/月,住宅
濂泉西路95号大院,天河-沙河-濂泉西路95号,23600,2003年,70年,2.50,35.0%,1,0.60元/平米/月,住宅
广东邮电职业技术学院宿舍,天河-天河公园-中山大道西,46000,1998年,70年,1.60,20.0%,1,0.50元/平米/月,住宅
汇景新城维纶特莱,天河-汇景新城-汇景南路,98900,2005年,70年,2.50,40.0%,0,0.90元/平米/月,住宅
恒康阁,天河-天河北-林和西路121号,45800,2000年,70年,2.50,41.0%,1,1.50元/平米/月,住宅
诚居花园,天河-员村-员村西街1号,31594,1999年,70年,3.00,25.0%,1,0.55元/平米/月,住宅
泰然楼,天河-员村-黄埔大道中165号-179号,36455,2000年,70年,1.50,50.0%,1,0.50元/平米/月,住宅
华建大厦,天河-天河公园-天府路233号,71500,2004年,70年,1.50,30.0%,0,0.90元/平米/月,住宅
兴禺大厦,天河-沙河-禺东西路50号,27802,2002年,70年,2.50,40.0%,0,0.90元/平米/月,住宅
老干中心大院,天河-长兴-长兴路291-293号,29800,1998年,70年,1.50,20.0%,1,1.00元/平米/月,住宅
嘉逸花园,天河-东莞庄-伟逸街,32400,2006年,70年,3.49,42.0%,1,0.55元/平米/月,住宅
南雅中和,天河-珠江新城中-冼村路2号,157249,2007年,70年,2.50,35.0%,1,4.60元/平米/月,住宅
东圃法院宿舍,天河-东圃-宦溪西路63-65号,42800,1999年,70年,2.60,35.0%,0,0.70元/平米/月,住宅
员村二横路11号大院,天河-员村-员村二横路11号,34825,1994年,70年,2.62,20.0%,1,0.56元/平米/月,住宅
石牌东路小区,天河-岗顶-石牌东路,35866,1998年,70年,2.30,30.0%,0,1.20元/平米/月,住宅
农垦总局大院,天河-粤垦-粤垦路88号,45400,1986年,70年,2.00,50.0%,1,0.80元/平米/月,住宅
广园东住宅小区,天河-沙河-登峰街,22200,2008年,70年,1.20,30.0%,0,1.40元/平米/月,住宅
五华大厦,天河-科韵路-科韵路62号,36000,1998年,70年,4.00,20.0%,1,0.50元/平米/月,住宅
伟诚广场,天河-天河公园-黄埔大道中205号,43144,2001年,70年,6.50,10.0%,1,1.45元/平米/月,住宅
新陶苑,天河-岗顶-陶育路,48505,1994年,70年,2.51,30.0%,1,0.60元/平米/月,住宅
小城之春(天河),天河-天河公园-粤生街48号,92000,2006年,70年,3.50,35.0%,1,0.90元/平米/月,住宅
侨明苑,天河-粤垦-燕都路24-30号,26412,1998年,70年,1.50,18.0%,1,0.60元/平米/月,住宅
龙口东煤气公司宿舍,天河-天河北-龙口东路201号,53182,1993年,70年,1.20,46.0%,0,0.80元/平米/月,住宅
翠雅苑,天河-沙河-禺东西路34-36号,42837,1997年,70年,2.50,35.0%,1,1.00元/平米/月,住宅
百合苑(B区),天河-员村-员村四横路,43652,1996年,70年,1.80,20.0%,0,0.90元/平米/月,住宅
陶苑小区,天河-沙太南-陶苑街3号,25000,1995年,70年,1.80,20.0%,1,0.50元/平米/月,住宅
粤和居,天河-天河公园-华翠街,47000,2002年,70年,2.50,10.0%,1,0.90元/平米/月,住宅
云山翠苑,天河-沙太南-广州大道北522号,32600,2004年,70年,2.70,30.0%,1,1.50元/平米/月,住宅
乐雅苑,天河-员村-黄埔大道中280号,38800,1997年,70年,2.62,20.0%,1,0.89元/平米/月,住宅
嘉华楼,天河-东圃-宦溪西路8-12号,27200,1998年,70年,2.60,10.0%,1,0.40元/平米/月,住宅
东洲大厦,天河-体育西路-广利路77号,51726,2000年,70年,2.50,30.0%,1,1.50元/平米/月,住宅
天河直街小区,天河-体育西路-天河直街91号,42400,1997年,70年,2.50,30.0%,1,0.70元/平米/月,住宅
御晖苑,天河-天河北-合晖街200号,49330,2000年,70年,6.75,20.0%,1,1.50元/平米/月,住宅
阳光苑,天河-粤垦-粤垦路51-57号,31285,2000年,70年,2.00,45.0%,1,0.50元/平米/月,住宅
侨林苑(二期),天河-林和-侨林街,71873,2003年,70年,2.00,40.0%,1,2.10元/平米/月,住宅
凯利广场,天河-黄埔大道西-黄埔大道西874号,43600,2016年,70年,2.50,30.0%,1,1.20元/平米/月,住宅
康湖山庄,天河-员村-康湖大街65号,35579,1997年,70年,2.00,15.0%,1,0.50元/平米/月,住宅
明轩大厦,天河-岗顶-中山大道西18号,49676,2002年,70年,3.00,20.0%,1,3.00元/平米/月,住宅
龙口中路小区,天河-龙口东-龙口中路,49594,2000年,70年,2.60,32.0%,1,1.00元/平米/月,住宅
金晖花苑,天河-粤垦-侨源大街12号,35931,1997年,70年,2.10,41.0%,1,0.60元/平米/月,住宅
龙口西广梅汕宿舍,天河-天河北-龙口西路49号,52701,1999年,70年,2.50,32.0%,1,1.20元/平米/月,住宅
华龙大厦,天河-石牌-天河路238号,44608,1999年,70年,2.60,30.0%,1,1.50元/平米/月,住宅
华景新城第三期西二区,天河-天河公园-华景路53-73号(单号),47600,1995年,70年,3.20,30.0%,1,0.60元/平米/月,住宅
华景新城四期,天河-天河公园-华景路17-37号,41284,1998年,70年,1.67,30.0%,1,1.90元/平米/月,住宅
员村消防局宿舍,天河-员村-员村三横路,25931,2000年,70年,3.00,20.0%,1,0.60元/平米/月,住宅
体育东小区,天河-石牌-天河东路,46200,1997年,70年,1.50,34.0%,0,0.80元/平米/月,住宅
保利108公馆,天河-珠江新城西-华就路6号,154861,2009年,70年,3.44,35.0%,1,2.10元/平米/月,住宅
尚东君御雅苑,天河-珠江新城中-兴盛路6号,135810,2013年,70年,3.80,30.0%,1,4.50元/平米/月,住宅
珠光新城御景(一期),天河-珠江新城东-平苑街1号,137092,2009年,70年,4.30,35.0%,0,4.50元/平米/月,住宅
万菱君临国际公寓,天河-天河北-天河路,53657,2010年,70年,3.19,33.1%,1,6.80元/平米/月,住宅
员村西街3号大院,天河-员村-员村西街3号,35000,1990年,70年,3.00,25.0%,1,0.50元/平米/月,住宅
时代花生(天河),天河-沙太南-瑞兴街,48482,2015年,70年,3.80,30.0%,1,2.80元/平米/月,住宅
青松园,天河-天河北-广州大道中542号,37800,2000年,70年,1.00,23.0%,1,0.50元/平米/月,住宅
军队离退休干部第三休养所,天河-沙河-水荫四横路102-104号,29645,2000年,70年,1.20,30.0%,1,0.80元/平米/月,住宅
海关石牌宿舍,天河-岗顶-石牌西路,51355,1995年,70年,3.00,30.0%,1,1.50元/平米/月,住宅
佳兆业1号,天河-车陂-黄埔大道中505号,92207,2021年,70年,3.00,30.0%,1,4.00元/平米/月,住宅
光机电中心住宅区,天河-岗顶-龙口东路36号,57000,1999年,70年,2.10,34.0%,1,1.00元/平米/月,住宅
电视台小区(天河),天河-天河北-天河东路170-174号,44808,1998年,70年,3.10,25.0%,1,1.30元/平米/月,住宅
安骏大厦,天河-珠江新城东-马场路529号,81405,2000年,70年,6.00,25.0%,1,1.80元/平米/月,住宅
寺右公馆,天河-珠江新城西-华就路21号,67000,2018年,70年,2.50,30.0%,0,0.90元/平米/月,住宅
龙口横街17-27号小区,天河-龙口东-龙口横街17-27号,43000,2006年,70年,1.50,30.0%,0,1.00元/平米/月,住宅
中明大厦,天河-岗顶-龙口西路100号,52000,2000年,70年,1.10,35.0%,1,2.30元/平米/月,住宅
五山路电力宿舍,天河-华师-五山路166-194号,45800,1998年,70年,2.50,20.0%,1,1.00元/平米/月,住宅
员村四横路2号大院,天河-员村-员村四横路2号,30305,1996年,70年,2.30,32.0%,1,0.50元/平米/月,住宅
泰然居,天河-天河公园-黄埔大道中179号,37482,1998年,70年,1.50,20.0%,1,0.50元/平米/月,住宅
棠雅苑,天河-天河公园-中山大道枫叶路10号,35400,2004年,70年,1.50,28.0%,1,0.90元/平米/月,住宅
星辰财富港,天河-珠江新城西-华穗路172-174号,78000,2004年,70年,2.50,20.0%,1,3.00元/平米/月,住宅
祥兴大厦,天河-天河北-合晖街192-198号,43478,1997年,70年,3.00,35.0%,1,1.50元/平米/月,住宅
农机所研究小区,天河-龙怡路-龙口东310号,48859,1994年,70年,2.90,35.0%,1,0.90元/平米/月,住宅
龙眼洞林场宿舍,天河-龙洞-龙林街1-12号,37142,2006年,70年,3.00,15.0%,0,1.00元/平米/月,住宅
锦明街小区,天河-员村-锦明街12-95号,40694,1992年,70年,3.00,30.0%,1,1.00元/平米/月,住宅
广厦居小区,天河-员村-黄埔大道中239号,42000,1997年,70年,2.50,32.0%,1,1.15元/平米/月,住宅
华南理工大学南新村小区,天河-五山-五山路381号,59302,2001年,70年,2.50,36.0%,1,1.50元/平米/月,住宅
华景新城第五期北区,天河-天河公园-华景路,55500,1999年,70年,1.67,30.0%,1,0.60元/平米/月,住宅
高胜花园,天河-粤垦-东燕街122号,27430,2000年,70年,3.20,30.0%,1,0.60元/平米/月,住宅
华景新城怡景园,天河-天河公园-华景路162号,57500,2000年,70年,3.67,35.0%,1,0.80元/平米/月,住宅
宏景台,天河-天河北-信诚南街21号,81522,2005年,70年,4.75,20.0%,1,2.50元/平米/月,住宅
