小区名字,小区地址,均价,容积率,绿化率,有无停车位,物业费,物业类型
东山京士柏,越秀-东川-东华东路558-598号,112211,4.10,30.0%,1,0.90元/平米/月,住宅
太华坊,越秀-小北-小北路,50604,2.48,22.0%,0,0.90元/平米/月,住宅
广医小区,越秀-盘福-东风西路195号,50981,2.54,38.0%,1,0.50元/平米/月,住宅
越秀北市委大院,越秀-小北-越秀北路249号,55000,1.20,30.0%,1,0.50元/平米/月,住宅
拾桂坊小区,越秀-农讲所-德政中路364号之1,38673,1.50,20.0%,0,0.40元/平米/月,住宅
农林上路三横路大院,越秀-东山口-农林上路三横路,62000,2.50,35.0%,0,1.50元/平米/月,住宅
愉景大厦,越秀-五羊新城-寺右二马路16-18号,43800,2.50,30.0%,1,1.70元/平米/月,住宅
小北大厦,越秀-小北-小北路126-134号,59304,2.85,15.0%,1,0.90元/平米/月,住宅
培正路小区,越秀-东山口-培正路,87774,1.50,30.0%,1,0.30元/平米/月,住宅
麓景东大院,越秀-麓湖-麓景东路,35400,2.30,30.0%,1,2.50元/平米/月,住宅
培正东街小区,越秀-东山口-培正东街,76315,1.50,20.0%,0,0.50元/平米/月,住宅
广发花园,越秀-东风东-环市东路498号,40580,2.00,30.0%,1,2.00元/平米/月,住宅
梅东小区,越秀-东风东-梅东路北段58号,48500,2.20,40.0%,0,0.50元/平米/月,住宅
和风雅居,越秀-东山口-梅花路8号,73500,3.80,35.0%,1,2.10元/平米/月,住宅
丛桂坊,越秀-五羊新城-达道路4号,45600,1.00,30.0%,0,1.20元/平米/月,住宅
丹桂里,越秀-小北-丹桂里12号,60377,2.30,20.0%,0,1.30元/平米/月,住宅
百灵路小区,越秀-西门口-百灵路20号,45263,2.50,35.0%,1,0.50元/平米/月,住宅
景华大厦,越秀-东川-东华西路150-152号,42156,3.00,35.0%,0,1.20元/平米/月,住宅
金悦东山国际公馆,越秀-黄花岗-永福路36号,43200,2.50,26.5%,0,0.90元/平米/月,住宅
西华二巷小区,越秀-解放北-西华二巷,36800,2.00,30.0%,0,0.50元/平米/月,住宅
艺轩小区,越秀-东湖-沿江东路419号,45800,3.00,40.0%,1,0.50元/平米/月,住宅
兴仁里小区,越秀-东川-兴仁里84号,34000,3.00,17.0%,1,0.90元/平米/月,住宅
绿荫路小区,越秀-大沙头-绿荫路3号,32400,1.80,20.0%,1,1.60元/平米/月,住宅
江湾水恋,越秀-大沙头-沿江中路343号,55500,1.80,20.0%,1,0.90元/平米/月,住宅
金山阁,越秀-五羊新城-文化里11号,58150,2.50,10.0%,1,1.80元/平米/月,住宅
广州海运集团明月住宅小区,越秀-五羊新城-明月一路60号,66840,2.70,12.0%,0,0.90元/平米/月,住宅
黄华路小区,越秀-建设-黄华路,48529,2.00,34.0%,1,0.80元/平米/月,住宅
广东电视台大院,越秀-环市东-环市东路331-333号,55836,2.50,30.0%,1,1.20元/平米/月,住宅
共和二路小区,越秀-共和路-共和二路,66171,2.30,20.0%,0,0.50元/平米/月,住宅
大新大厦,越秀-解放南-大新路280-314号,34333,3.00,28.0%,1,1.20元/平米/月,住宅
豪贤路小区,越秀-农讲所-豪贤路85-178号,44277,2.57,35.0%,1,暂无,住宅
大华园宿舍,越秀-小北-应元路45号,51000,1.50,20.0%,1,0.90元/平米/月,住宅
白云路小区,越秀-东川-白云路中段34号,41620,3.00,21.0%,0,0.80元/平米/月,住宅
仓前街小区,越秀-西门口-仓前街,29624,2.49,29.0%,1,1.20元/平米/月,住宅
八旗二马路小区,越秀-北京路-八旗二马路50-100号,37577,2.00,20.0%,0,1.20元/平米/月,住宅
华顺大厦,越秀-农讲所-豪贤路1号,43000,2.65,10.0%,0,0.90元/平米/月,住宅
恒福阁,越秀-淘金-恒福路288号,43200,10.10,30.0%,1,3.90元/平米/月,住宅
五羊新城(B区),越秀-五羊新城-寺右南北路,43364,1.00,25.0%,0,1.50元/平米/月,住宅
伟超置业大厦,越秀-东川-启正上街15-19号,46500,2.50,18.0%,1,1.20元/平米/月,住宅
四圣街大院,越秀-东川-东华西路226-238号,40077,0.90,30.0%,1,0.50元/平米/月,住宅
水荫路大院,越秀-水荫路-水荫路52-54号,37800,1.00,30.0%,1,0.80元/平米/月,住宅
永泰东约,越秀-淘金-环市东路,40000,2.50,20.0%,0,0.90元/平米/月,住宅
水荫二横路小区,越秀-水荫路-水荫二横路1-11号,46600,2.00,20.0%,1,1.20元/平米/月,住宅
惠雅阁,越秀-东风东-东风东路617号,39600,2.50,10.0%,1,1.80元/平米/月,住宅
二沙岛云影花园,越秀-二沙岛-云影街,129615,1.00,17.0%,1,3.50元/平米/月,住宅
北园社区,越秀-小北-小北路218号,47043,0.50,20.0%,1,0.90元/平米/月,住宅
北较场横路3号大院,越秀-建设-北较场横路3号,63111,1.20,20.0%,0,0.50元/平米/月,住宅
广轻大院,越秀-盘福-医国后街1号,37913,1.50,20.0%,0,0.90元/平米/月,住宅
海印综合大楼,越秀-大沙头-沿江东路429号,57906,2.50,30.0%,0,0.90元/平米/月,住宅
杏花巷社区,越秀-西门口-杏花巷47号,28703,1.50,30.0%,1,1.00元/平米/月,住宅
嘉兰轩,越秀-西门口-大新路388号,52219,2.00,30.0%,1,2.80元/平米/月,住宅
稻谷仓小区,越秀-西门口-六榕路,41653,2.00,30.0%,0,1.20元/平米/月,住宅
世茂天越,越秀-杨箕-广州大道中193号,130957,2.50,35.0%,1,4.22元/平米/月,住宅
中山三路小区,越秀-东川-中山三路,43801,1.50,20.0%,0,0.90元/平米/月,住宅
华友大厦,越秀-五羊新城-寺右新马路5号之五,52500,2.50,30.0%,0,0.90元/平米/月,住宅
定安里,越秀-农讲所-文明路236号,37800,1.20,20.0%,1,0.50元/平米/月,住宅
大洋江畔雅苑,越秀-北京路-北京路,80739,2.60,30.0%,1,2.80元/平米/月,住宅
花城苑(越秀),越秀-二沙岛-松涛街,116622,1.56,30.0%,0,0.90元/平米/月,住宅
恒仕大厦,越秀-东川-永胜街50号,54677,4.80,33.0%,1,1.50元/平米/月,住宅
东兴大厦,越秀-东风东-环市东路492号,38511,3.90,25.0%,0,1.80元/平米/月,住宅
文德路文化大楼,越秀-北京路-文德北路170-174号,54000,3.00,20.0%,0,1.20元/平米/月,住宅
远洋小北宿舍,越秀-小北-环市中路319号,42400,3.00,40.0%,1,0.80元/平米/月,住宅
韫祥楼,越秀-农讲所-德政中路238号,38800,2.50,22.0%,1,1.20元/平米/月,住宅
万福路小区,越秀-北京路-万福路349号,44317,2.40,18.0%,0,0.80元/平米/月,住宅
水荫小区,越秀-水荫路-水荫路,43222,2.30,36.0%,1,0.50元/平米/月,住宅
深华大厦,越秀-五羊新城-新马路131-133号,48100,1.50,35.0%,1,0.90元/平米/月,住宅
明达大厦,越秀-小北-应元路46-48号,68791,2.69,28.0%,1,0.90元/平米/月,住宅
文德路大院,越秀-北京路-文德路48号,52500,1.20,28.0%,0,1.00元/平米/月,住宅
颐和雅轩,越秀-小北-洪桂新街1-5号,90000,2.50,35.0%,1,2.60元/平米/月,住宅
梅东社区,越秀-农林下路-梅花路,56500,1.20,20.0%,0,0.50元/平米/月,住宅
龟岗大马路小区,越秀-东山口-龟岗大马路,58957,0.30,35.0%,0,0.50元/平米/月,住宅
魁巷小区,越秀-北京路-解放中路,31955,2.00,20.0%,1,10.00元/平米/月,住宅
建设三马路小区,越秀-建设-建设三马路,48959,2.00,10.0%,0,0.90元/平米/月,住宅
解放中路小区,越秀-北京路-解放中路,36671,3.60,35.0%,1,0.60元/平米/月,住宅
金东环大厦,越秀-环市东-环市东路476-2号,65000,8.90,20.0%,1,1.50元/平米/月,住宅
聚仁坊小区,越秀-农讲所-德政中路183号,44488,6.90,25.0%,0,0.90元/平米/月,住宅
吉庆东小区,越秀-农讲所-吉庆东路2-4号,36600,1.20,20.0%,1,0.50元/平米/月,住宅
恒福西苑,越秀-淘金-恒福路252-272号,43600,2.60,40.0%,1,0.90元/平米/月,住宅
青云直街小区,越秀-北京路-青云直街,45600,1.20,30.0%,1,0.50元/平米/月,住宅
仑园社区,越秀-东山口-庙前西街22号,54000,1.50,20.0%,0,0.90元/平米/月,住宅
麓湖居,越秀-小北-麓景西路,33800,1.30,40.0%,1,0.50元/平米/月,住宅
翰林阁,越秀-黄花岗-先烈中路82-1号,53000,3.10,35.0%,1,1.90元/平米/月,住宅
翰雅明轩,越秀-农讲所-中山四路34号,74899,8.70,35.0%,1,2.00元/平米/月,住宅
安利大厦,越秀-东湖-大沙头二马路47号,48766,2.30,40.0%,1,1.80元/平米/月,住宅
城启恒华阁,越秀-淘金-淘金北路71-73号,55071,5.00,30.0%,1,1.30元/平米/月,住宅
丽晶大厦,越秀-淘金-淘金路50号,46846,4.50,20.0%,1,0.90元/平米/月,住宅
华侨新村光明路小区,越秀-淘金-光明路,62366,2.00,24.0%,0,0.50元/平米/月,住宅
越秀南社区,越秀-农讲所-越秀南路,56087,1.50,20.0%,0,0.90元/平米/月,住宅
兴隆东社区,越秀-解放北-百灵路66号,42773,2.47,20.0%,1,0.70元/平米/月,住宅
淘金街20号-34号小区,越秀-淘金-淘金街20-34号,50500,1.50,30.0%,1,1.50元/平米/月,住宅
中山六路小区,越秀-西门口-中山六路,38533,2.60,15.0%,0,0.90元/平米/月,住宅
五矿大院,越秀-大沙头-大沙头路19号,38363,1.20,20.0%,0,0.50元/平米/月,住宅
寺贝通津1号大院,越秀-东山口-寺贝通津1号,51392,1.50,20.0%,1,0.90元/平米/月,住宅
嘉骏苑,越秀-东川-白云路89号,50539,4.20,36.0%,0,1.50元/平米/月,住宅
华乐路小区,越秀-建设-华乐路,46809,1.50,26.0%,0,0.90元/平米/月,住宅
法政路69号后座小区,越秀-小北-法政路69号,66030,1.20,30.0%,1,0.50元/平米/月,住宅
德兴苑,越秀-解放南-一德路398-400号,35200,2.50,30.0%,1,1.50元/平米/月,住宅
德心轩,越秀-东山口-庙前西街15-9号,68500,2.00,30.0%,1,0.90元/平米/月,住宅
福今路3号大院,越秀-东风东-福今路3号,59696,1.20,20.0%,1,0.50元/平米/月,住宅
东川一街小区,越秀-东川-东川路,52631,2.50,30.0%,0,0.80元/平米/月,住宅
朝天路大院,越秀-西门口-朝天路,35000,2.60,25.0%,0,0.80元/平米/月,住宅
寺右新马路小区,越秀-五羊新城-寺右新马路62号,45069,1.50,20.0%,1,1.00元/平米/月,住宅
寺右大街小区,越秀-五羊新城-寺右大街1-54号,46000,2.40,12.0%,0,0.90元/平米/月,住宅
东越雅居,越秀-北京路-越秀中路62号,68114,1.55,22.01%,1,2.10元/平米/月,住宅
诗书路小区,越秀-解放南-诗书路56号,31333,1.20,20.0%,1,0.50元/平米/月,住宅
保安前街小区,越秀-东山口-保安前街10-20号,51000,2.40,18.0%,1,1.00元/平米/月,住宅
人民中路小区,"越秀-西门口-人民中路360号,362号",26200,1.50,20.0%,0,0.90元/平米/月,住宅
圣安苑,越秀-流花-广园西路,16666,1.50,13.0%,0,0.40元/平米/月,住宅
东关汛小区,越秀-东川-中山三路东关汛,40943,1.50,20.0%,0,0.90元/平米/月,住宅
文德南路大院,越秀-北京路-文德南路,39828,1.50,20.0%,0,0.90元/平米/月,住宅
置地大厦,越秀-东川-较场西路6号,55904,2.50,30.0%,0,0.90元/平米/月,住宅
马棚岗小区,越秀-东山口-马棚岗11号,52857,1.50,30.0%,1,1.00元/平米/月,住宅
方圆流花月岛,越秀-盘福-流花路109号,89000,4.47,30.0%,1,2.50元/平米/月,住宅
淘金坑小区,越秀-淘金-淘金坑34-53号,52600,1.50,20.0%,0,0.90元/平米/月,住宅
山河大街大院,越秀-东山口-山河大街68号,86949,1.20,30.0%,0,0.90元/平米/月,住宅
北京路小区,"越秀-北京路-北京路46,265,275,279号",40000,1.50,20.0%,0,0.90元/平米/月,住宅
青菜岗小区,越秀-建设-青菜岗44-51号,54385,1.20,20.0%,0,0.50元/平米/月,住宅
德政南路小区,越秀-北京路-德政南路59号,35400,1.50,30.0%,0,0.90元/平米/月,住宅
东华南路小区,越秀-东湖-东华南路132号,45434,3.50,35.0%,1,1.00元/平米/月,住宅
珠光街广舞台社区,越秀-东湖-东堤三马路,37346,1.20,15.0%,0,0.50元/平米/月,住宅
广梅汕铁路(梅花路)宿舍,越秀-杨箕-梅花路16号,65625,2.50,30.0%,1,1.00元/平米/月,住宅
大沙头四马路小区,越秀-大沙头-大沙头四马路9号,45600,1.50,20.0%,0,0.90元/平米/月,住宅
水荫路98-187号小区,越秀-水荫路-水荫路98-187号,24800,1.50,30.0%,0,0.90元/平米/月,住宅
农林东路小区,越秀-东山口-农林东路26号,51000,1.50,20.0%,0,0.90元/平米/月,住宅
南坑东17号大院,越秀-小北-南坑东17号,32600,1.50,20.0%,0,0.90元/平米/月,住宅
北京南路麦栏街小区,越秀-北京路-麦栏街,33802,1.50,30.0%,0,0.90元/平米/月,住宅
共和南小区,越秀-共和路-共和南路,46800,3.00,20.0%,0,0.90元/平米/月,住宅
水荫路21号大院,越秀-水荫路-水荫路21-1号,45800,1.50,20.0%,0,0.90元/平米/月,住宅
德安新街小区,越秀-东川-德安新街1-12号,46710,1.50,30.0%,0,0.90元/平米/月,住宅
连新路小区,越秀-北京路-连新路,40000,1.50,20.0%,0,1.00元/平米/月,住宅
观绿路小区,越秀-西门口-观绿路11号,29800,1.50,20.0%,1,1.00元/平米/月,住宅
先烈南路大院,越秀-建设-先烈南路21号,47162,1.50,20.0%,1,1.00元/平米/月,住宅
六榕大厦,越秀-西门口-六榕路65号,50500,2.50,20.0%,0,0.90元/平米/月,住宅
新河浦一横路小区,越秀-东湖-新河浦一横路16号,57500,1.20,30.0%,0,0.50元/平米/月,住宅
净慧街小区,越秀-西门口-净慧街1号,34292,1.20,30.0%,0,0.50元/平米/月,住宅
东环大厦,越秀-环市东-环市东路474号,47574,2.50,35.0%,1,5.00元/平米/月,住宅
永胜上沙小区,越秀-东湖-永胜上沙20号,42200,1.56,35.0%,0,0.50元/平米/月,住宅
五羊新城(C区),越秀-五羊新城-寺右路,45800,2.00,40.0%,0,0.90元/平米/月,住宅
越秀花苑大厦,越秀-小北-小北路219-233号,52825,4.20,38.0%,1,1.80元/平米/月,住宅
五羊新城(E区),越秀-五羊新城-寺右南三街,48192,2.00,40.0%,1,0.50元/平米/月,住宅
越秀北路422-424号,越秀-小北-越秀北路422-424号,52000,1.20,20.0%,0,0.50元/平米/月,住宅
执信南竹丝村,越秀-农林下路-执信南路,56787,2.10,45.0%,1,0.50元/平米/月,住宅
永怡新都,越秀-黄花岗-永福路8号,45600,4.00,48.0%,1,2.00元/平米/月,住宅
署前一街小区,越秀-东山口-署前一街,46800,1.50,20.0%,0,0.50元/平米/月,住宅
署前二街小区,越秀-东山口-署前二街,52348,2.00,20.0%,1,1.00元/平米/月,住宅
挞子大街小区,越秀-小北-挞子大街,53500,1.50,20.0%,1,1.00元/平米/月,住宅
太和岗小区,越秀-黄花岗-太和岗路,46000,2.00,16.0%,0,0.70元/平米/月,住宅
山河后街61号大院,越秀-东山口-山河后街61号,64500,1.20,23.0%,0,0.70元/平米/月,住宅
天秀大厦,越秀-小北-环市中路300号,38200,2.10,10.0%,1,1.40元/平米/月,住宅
越秀北路234-246号宿舍,越秀-小北-越秀北路234-246号,56500,1.20,20.0%,0,暂无,住宅
瓦窑街小区,越秀-东山口-瓦窑街,58500,1.20,20.0%,0,0.50元/平米/月,住宅
市委党校大院,越秀-黄花岗-先烈中路99号,50500,1.20,40.0%,0,0.50元/平米/月,住宅
宜安小区,越秀-建设-建设六马路53号,45600,2.00,10.0%,1,0.50元/平米/月,住宅
淘金街11-27号小区,越秀-淘金-淘金街11-27号,50000,1.50,30.0%,0,1.20元/平米/月,住宅
六榕路小区,越秀-西门口-六榕路,37500,2.60,35.0%,1,1.00元/平米/月,住宅
农林上路四横路大院,越秀-东山口-农林上路四横路,67500,2.00,40.0%,0,1.80元/平米/月,住宅
长庚门前街小区,越秀-东川-长庚门前街24号,42271,1.00,30.0%,1,0.90元/平米/月,住宅
淘金东路小区,越秀-淘金-淘金东路41-47号,43800,2.80,32.0%,1,1.80元/平米/月,住宅
淘金北路正平北街小区,越秀-淘金-正平北街,45800,2.10,20.0%,1,1.20元/平米/月,住宅
云鹤北街小区,越秀-黄花岗-云鹤北街,40933,2.80,40.0%,0,2.00元/平米/月,住宅
寺右二马路小区,越秀-五羊新城-寺右二马路33-39号,44600,0.50,30.0%,0,0.50元/平米/月,住宅
寺贝底侧,越秀-五羊新城-共和大街,54930,1.20,20.0%,0,0.50元/平米/月,住宅
御龙国际商寓,越秀-流花-广园西路235号,25201,4.80,30.0%,1,2.00元/平米/月,住宅
水荫路56号大院,越秀-环市东-水荫路60号,45400,1.50,30.0%,0,0.90元/平米/月,住宅
新达城公寓,越秀-水荫路-水荫二横路27号,50489,4.00,15.0%,1,1.98元/平米/月,住宅
农林上路八横路大院,越秀-东山口-农林上路八横路,66087,2.00,40.0%,0,0.90元/平米/月,住宅
骏朗轩,越秀-建设-建设大马路23号,69157,2.50,60.0%,1,1.80元/平米/月,住宅
名品居,越秀-中山路-中山一路51号,49701,3.90,36.0%,1,2.50元/平米/月,住宅
明华轩,越秀-五羊新城-寺右一马路20号,63192,2.30,30.0%,0,1.70元/平米/月,住宅
青菜岗38号大院,越秀-建设-青菜岗38号,44400,1.90,36.0%,0,0.50元/平米/月,住宅
九星巷,越秀-解放北-百灵路,41439,2.00,35.0%,1,0.80元/平米/月,住宅
金帼大厦,越秀-五羊新城-明月一路10-12号,67000,2.50,24.0%,1,1.20元/平米/月,住宅
较场东路小区,越秀-东川-较场东路5-14号,53516,2.36,23.54%,0,0.68元/平米/月,住宅
龟岗四马路小区,越秀-东山口-龟岗四马路,57051,2.00,30.0%,0,1.20元/平米/月,住宅
广信顺景大厦,越秀-五羊新城-东山寺右二横路19号,49074,2.50,10.0%,1,1.20元/平米/月,住宅
华光街小区,越秀-小北-应元路,55505,1.50,12.0%,0,0.90元/平米/月,住宅
黄华路40大院,越秀-建设-黄华路40号,57592,1.20,20.0%,0,0.50元/平米/月,住宅
麓苑路31号院,越秀-淘金-麓苑路31号,43000,1.20,20.0%,1,1.50元/平米/月,住宅
九功坊,越秀-小北-东风中路,33396,0.80,20.0%,0,0.90元/平米/月,住宅
较场小苑,越秀-东川-较场东路,46800,2.84,36.5%,0,1.50元/平米/月,住宅
麓苑路30号院,越秀-淘金-麓苑路30号,42600,1.20,30.0%,0,1.10元/平米/月,住宅
高知老干楼,越秀-淘金-淘金路56号,48000,1.20,20.0%,1,0.50元/平米/月,住宅
建设六马路小区,越秀-建设-建设六马路,44400,3.40,30.0%,0,1.80元/平米/月,住宅
建设横马路小区,越秀-建设-建设横马路,41400,3.40,30.0%,1,0.90元/平米/月,住宅
青菜岗8-24号大院,越秀-建设-青菜岗8-24号,47017,1.20,20.0%,0,0.50元/平米/月,住宅
明月东山,越秀-五羊新城-明月一路2街2-10号,72649,1.00,20.0%,1,3.20元/平米/月,住宅
广信晖景大厦,越秀-五羊新城-广州大道中111-113号,47000,2.50,30.0%,1,0.90元/平米/月,住宅
环市东路教育厅宿舍,越秀-环市东-环市东路461-4号,54500,2.50,25.0%,0,0.80元/平米/月,住宅
环市东路公安宿舍,越秀-环市东-环市东路435号,45800,2.50,35.0%,1,0.90元/平米/月,住宅
华泉社区,越秀-流花-北站路6号,17500,1.20,30.0%,1,0.50元/平米/月,住宅
福今东8号大院,越秀-东山口-福今路8号,55087,1.50,30.0%,0,10.00元/平米/月,住宅
东环路1号大院,越秀-东风东-东环路1号,54500,2.00,26.0%,1,0.40元/平米/月,住宅
东环路2号大院,越秀-东风东-东环路2号,49100,1.20,20.0%,0,0.60元/平米/月,住宅
福今东路大院,越秀-东风东-福今东路,58823,1.50,38.0%,0,10.00元/平米/月,住宅
芳草街小区,越秀-农讲所-芳草街63号,41781,1.60,45.0%,0,1.20元/平米/月,住宅
东环路3号大院,越秀-环市东-东环路3号,51567,2.00,12.0%,1,1.00元/平米/月,住宅
东八街小区,越秀-建设-东八街4-12号,57634,2.00,40.0%,0,1.20元/平米/月,住宅
白云宾馆宿舍,越秀-淘金-淘金坑22-25号,45800,2.50,20.0%,1,1.50元/平米/月,住宅
北较场横路小区,越秀-环市东-北较场路17号,43800,2.00,25.0%,0,0.90元/平米/月,住宅
环市东路467-505号楼,越秀-水荫路-环市东路467-505号,45600,2.50,30.0%,0,0.90元/平米/月,住宅
共和三路小区,越秀-共和路-共和三路,60864,1.00,10.0%,0,0.50元/平米/月,住宅
光孝路小区,越秀-西门口-光孝路,30000,2.00,20.0%,0,0.90元/平米/月,住宅
共和苑2,越秀-共和路-共和路18号,61500,1.50,20.0%,1,1.20元/平米/月,住宅
接龙一巷小区,"越秀-小北-接龙一巷24-28号,30号,34-38号,46号,50-52号",52435,1.20,30.0%,1,0.50元/平米/月,住宅
小石街小区,越秀-小北-小石街,62303,1.50,20.0%,0,0.90元/平米/月,住宅
水荫路86-96号小区,越秀-环市东-水荫路86-96号,43000,1.50,30.0%,0,0.90元/平米/月,住宅
西华一巷,越秀-北京路-解放北路829号,34000,1.50,30.0%,0,暂无,住宅
环市中路309号小区,越秀-小北-环市中路309号,41600,1.50,30.0%,0,0.90元/平米/月,住宅
共和路35-37号小区,越秀-杨箕-共和路35-37号,56000,1.50,30.0%,0,1.00元/平米/月,住宅
云泉新村,越秀-广园东-云泉路56号,28000,2.00,30.0%,0,0.90元/平米/月,住宅
环市东路430-446号小区,越秀-环市东-环市东路430-446号,48500,1.50,20.0%,0,暂无,住宅
新世界花园别墅,越秀-二沙岛-大通路,132804,0.50,40.0%,0,7.00元/平米/月,别墅
青龙里小区,越秀-东川-东川路75号,61178,2.00,35.0%,1,0.80元/平米/月,住宅
泰康城文化广场,越秀-北京路-泰康路111号,47227,3.50,20.0%,1,2.80元/平米/月,住宅
爱家园,越秀-越秀南-文德南路65号,52773,7.20,30.0%,1,1.95元/平米/月,住宅
东风西路小区,越秀-西门口-东风西路,24800,1.32,30.0%,1,2.00元/平米/月,住宅
天字广场,越秀-解放南-沿江二路199-227号,50580,8.50,20.0%,1,1.30元/平米/月,住宅
德意居,"越秀-农讲所-里仁坊12,14号",64318,8.40,10.0%,1,1.90元/平米/月,住宅
越秀宏城花园,越秀-二沙岛-粤台路,201375,0.50,30.0%,1,9.80元/平米/月,别墅
米市路小区,越秀-西门口-米市路13-23号,35733,1.20,20.0%,0,0.50元/平米/月,住宅
仁康里,越秀-北京路-文明路,47476,2.00,32.0%,0,1.50元/平米/月,住宅
洛桑美地,越秀-东川-云海通津11号,69394,1.70,30.0%,1,1.20元/平米/月,住宅
永胜华庭,越秀-东川-永胜街,43364,2.50,42.0%,1,1.20元/平米/月,住宅
丽景台,越秀-五羊新城-东兴北路75-77号,64987,8.60,30.0%,1,0.90元/平米/月,住宅
华秀苑,越秀-流花-北站路35-41号,25944,1.50,30.0%,1,1.10元/平米/月,住宅
广仁路4号大院,越秀-公园前-广仁路4号,31878,1.20,20.0%,0,0.50元/平米/月,住宅
东环路4号大院,越秀-东风东-东环路4号,42683,1.50,33.0%,1,0.40元/平米/月,住宅
下塘宝汉直街小区,越秀-小北-宝汉直街54号,29049,2.50,36.0%,1,0.80元/平米/月,住宅
南坑东小区,越秀-小北-南坑东13号,36200,1.50,20.0%,1,0.90元/平米/月,住宅
正南路都府街大院,越秀-北京路-都府街,46157,1.20,20.0%,0,0.50元/平米/月,住宅
横枝岗路56号大院,越秀-淘金-横枝岗路56号,34759,1.50,32.0%,1,1.00元/平米/月,住宅
长堤大马路小区,越秀-解放南-长堤大马路,32307,3.20,30.0%,0,0.90元/平米/月,住宅
菜园北小区,越秀-东山口-菜园北街10号,40200,1.20,30.0%,0,0.50元/平米/月,住宅
进步里,越秀-西门口-光塔路,25033,1.30,20.0%,1,0.90元/平米/月,住宅
广东商业大厦,"越秀-东山口-东华北路50,52号",46728,3.20,36.0%,1,2.80元/平米/月,住宅
广信豪景大厦,越秀-五羊新城-寺右新马路124-130号,55769,1.00,25.0%,1,2.10元/平米/月,住宅
西元岗小区,越秀-共和路-西元岗7号,56500,1.20,30.0%,0,0.50元/平米/月,住宅
北站路云泉居,越秀-流花-北站路32-40号,18100,1.00,10.0%,0,0.55元/平米/月,住宅
东山海德公馆,越秀-黄花岗-云鹤北街8号,24200,3.20,35.0%,0,9.00元/平米/月,住宅
广信汇景大厦,越秀-五羊新城-寺右新马路132-134号,46913,2.31,35.0%,0,1.70元/平米/月,住宅
惠福西路仙邻巷小区,越秀-西门口-惠福西路,35735,1.20,40.0%,1,0.50元/平米/月,住宅
东南大厦,越秀-北京路-会同里3-5号,42600,3.10,30.0%,1,1.50元/平米/月,住宅
担干巷小区,越秀-北京路-担杆巷20号,40000,1.50,20.0%,0,0.90元/平米/月,住宅
冠城大厦,越秀-五羊新城-寺右二马路27号,51955,3.00,23.0%,1,1.50元/平米/月,住宅
学宫街小区,越秀-公园前-学宫街11-64号,32542,1.50,20.0%,1,0.90元/平米/月,住宅
东风东路754号大院,越秀-东风东-东风东路754号,60532,2.00,30.0%,0,3.00元/平米/月,住宅
越兴苑,越秀-盘福-朱紫后街5号,43200,3.00,30.0%,1,1.00元/平米/月,住宅
永曜北街小区,越秀-北京路-永曜北街,34800,1.50,20.0%,0,0.30元/平米/月,住宅
九龙街老干部大院,越秀-小北-九龙街2-30号,63000,1.20,20.0%,0,0.50元/平米/月,住宅
人民北路小区,越秀-西门口-人民北路,28000,2.60,35.0%,0,0.70元/平米/月,住宅
大德大厦,越秀-解放南-大德路188-214号,36200,5.00,30.0%,1,2.60元/平米/月,住宅
濠畔街小区,越秀-解放南-濠畔街254号,24800,1.50,20.0%,0,0.90元/平米/月,住宅
广怡大厦,越秀-建设-华乐路38号,80952,4.20,10.0%,1,2.20元/平米/月,住宅
下塘新村,越秀-麓湖-麓景西路,36309,1.30,23.0%,1,1.20元/平米/月,住宅
元运街小区,越秀-东川-东华西路,43559,2.50,20.0%,1,0.90元/平米/月,住宅
华宁里小区,越秀-公园前-越华路,34000,1.50,20.0%,0,0.90元/平米/月,住宅
广东省气象局大院,越秀-东风东-福今路6号,66124,1.20,20.0%,0,0.50元/平米/月,住宅
东风东大院,越秀-东风东-东风东路,56608,2.34,30.0%,0,0.80元/平米/月,住宅
龟岗三马路小区,越秀-东山口-龟岗三马路,57500,3.50,30.0%,0,0.30元/平米/月,住宅
黄华路95号大院,越秀-建设-黄华路95号,62627,2.00,20.0%,0,0.90元/平米/月,住宅
东川路91号大院,越秀-东川-东川路91号,73921,2.50,40.0%,1,0.60元/平米/月,住宅
东川三街小区,越秀-东川-东川路,46905,2.50,32.0%,1,0.80元/平米/月,住宅
鸿景大厦,越秀-五羊新城-广州大道中115-117号,47619,4.80,28.0%,1,0.90元/平米/月,住宅
原道路小区,越秀-淘金-原道路44号,51000,2.60,12.0%,0,0.80元/平米/月,住宅
越秀电台大院,越秀-盘福-双井街7号,48500,2.10,32.0%,1,0.90元/平米/月,住宅
淘金西街小区,越秀-淘金-淘金西街1-11号,45733,3.70,40.0%,1,1.20元/平米/月,住宅
湖景华厦,越秀-东山口-东华南路176号,59000,2.50,20.0%,1,4.00元/平米/月,住宅
乐景大厦,越秀-五羊新城-寺右二横路,54560,1.85,12.0%,0,1.50元/平米/月,住宅
六合园,越秀-小北-法政路,68952,1.20,40.0%,0,0.50元/平米/月,住宅
南堤二马路小区,越秀-北京路-南堤二马路,40000,3.50,20.0%,1,0.90元/平米/月,住宅
合群二马路小区,越秀-东山口-合群二马路,63007,2.17,35.0%,0,1.00元/平米/月,住宅
碧水明筑,越秀-五羊新城-东泰路80号,62500,3.30,20.0%,1,0.90元/平米/月,住宅
