小区名字,小区地址,均价,容积率,绿化率,有无停车位,物业费,物业类型
旭日雅苑幸福里,天河-员村-员村西街,60789,3.06,35.0%,1,2.80元/平米/月,住宅
华师北区宿舍,天河-华师-翰景街,85315,1.20,20.0%,1,0.50元/平米/月,住宅
聚侨苑,天河-体育西路-广利路49-65号,44600,2.40,20.0%,0,0.50元/平米/月,住宅
金建苑,天河-粤垦-燕岭路,34060,2.83,40.0%,1,0.50元/平米/月,住宅
冠庭园,天河-沙太南-广州大道北649-3号,31851,2.23,40.0%,1,2.00元/平米/月,住宅
尚东君御雅苑,天河-珠江新城中-兴盛路6号,137275,3.80,30.0%,1,4.50元/平米/月,住宅
伟诚广场,天河-天河公园-黄埔大道中205号,43238,6.50,10.0%,1,1.45元/平米/月,住宅
冠军小区,天河-岗顶-石牌东路4号,44205,3.16,11.0%,1,0.80元/平米/月,住宅
华翠街小区,天河-员村-华翠街23号,55140,2.00,30.0%,1,1.20元/平米/月,住宅
恒业大厦,天河-员村-黄埔大道中156-162号,57972,3.00,30.0%,1,1.50元/平米/月,住宅
信成小区,天河-天河北-天河东路197号,53940,2.00,30.0%,1,0.70元/平米/月,住宅
沙和路小区,天河-沙河-沙和路,20000,2.10,12.0%,1,0.70元/平米/月,住宅
华颖花园,天河-员村-员村一横路7号,39124,2.80,40.0%,1,暂无,住宅
水荫四横路小区,天河-沙河-广州大道中1275号,30057,2.50,16.0%,1,0.50元/平米/月,住宅
富力万科云启,天河-车陂-车陂北街,65333,4.06,30.0%,1,4.50元/平米/月,住宅
海关石牌宿舍,天河-岗顶-石牌西路,53061,3.00,30.0%,1,1.50元/平米/月,住宅
建设局宿舍(天河林和西路),天河-林和-天河林和西路115号,40600,1.50,28.0%,1,0.90元/平米/月,住宅
东荣文华轩,天河-长兴-长兴路35号,43989,2.90,37.0%,1,2.29元/平米/月,住宅
广园东住宅小区,天河-沙河-登峰街,22200,1.20,30.0%,0,1.40元/平米/月,住宅
诚居花园,天河-员村-员村西街1号,33398,3.00,25.0%,1,0.55元/平米/月,住宅
骏汇大厦,天河-体育西路-体育西路5-9号,58504,2.50,10.0%,1,2.30元/平米/月,住宅
建丰大厦,天河-体育西路-天河南二路8号,52897,2.50,20.0%,1,1.90元/平米/月,住宅
粤和居,天河-天河公园-华翠街,47472,2.50,10.0%,1,0.90元/平米/月,住宅
云山翠苑,天河-沙太南-广州大道北522号,32600,2.70,30.0%,1,1.50元/平米/月,住宅
华景新城四期,天河-天河公园-华景路17-37号,41264,1.67,30.0%,1,1.90元/平米/月,住宅
边检大院,天河-天河北-龙口西路187号,58037,1.10,25.0%,0,1.45元/平米/月,住宅
银燕大厦天鸿阁,天河-粤垦-燕岭路25-27号,24800,2.50,20.0%,1,1.00元/平米/月,住宅
暨南大学明湖苑,天河-岗顶-黄埔大道西601号,85189,3.00,25.0%,0,0.50元/平米/月,住宅
天河花园大厦,天河-石牌-南二路30-32号,48461,4.30,30.0%,1,1.50元/平米/月,住宅
倚龙华轩贤人阁,天河-岗顶-龙口西路67-71号,55878,2.50,10.0%,1,1.80元/平米/月,住宅
金富苑,天河-龙怡路-五山路269-291号,52542,1.80,30.0%,1,0.80元/平米/月,住宅
天立大厦,天河-龙口东-五山路137号,52594,2.50,20.0%,0,0.90元/平米/月,住宅
朝晖苑,天河-林和-天寿路2-8号,66014,2.50,20.0%,1,1.95元/平米/月,住宅
远洋明苑,天河-黄村-杨桃西路636-637号,35974,3.39,40.0%,1,1.25元/平米/月,住宅
白马花园,天河-员村-白马岗街,24800,3.00,10.0%,1,0.90元/平米/月,住宅
协和新世界,天河-龙口东-天河北路577-581号,104210,3.80,55.0%,0,0.90元/平米/月,住宅
锦明街小区,天河-员村-锦明街12-95号,41371,3.00,30.0%,1,1.00元/平米/月,住宅
暨南大学苏州苑,天河-岗顶-黄埔大道西601号,56505,1.20,20.0%,0,0.50元/平米/月,住宅
御晖苑,天河-天河北-合晖街200号,49330,6.75,20.0%,1,1.50元/平米/月,住宅
时尚明苑,天河-车陂-中山大道中77号,47110,3.05,40.0%,1,1.60元/平米/月,住宅
誉城苑,天河-珠江新城东-临江大道,54998,3.00,25.0%,1,5.00元/平米/月,住宅
广安楼,天河-天河北-禺东西路6号,22600,3.00,35.0%,1,1.00元/平米/月,住宅
春晖苑(天河),天河-粤垦-粤垦路16号,36443,2.87,10.0%,1,1.20元/平米/月,住宅
金山轩,天河-天河北-五山路242号,54176,1.10,35.0%,1,0.70元/平米/月,住宅
广信花园,天河-石牌-黄埔大道西273号,51162,2.80,30.0%,1,1.50元/平米/月,住宅
怡侨大厦,天河-天河北-天河北路410号,61000,3.00,35.0%,1,1.98元/平米/月,住宅
金达苑,天河-天河北-天润路,43283,2.10,35.0%,1,0.80元/平米/月,住宅
珠江旭景熙苑,天河-车陂-熙湖街11号,49000,2.80,56.9%,1,2.00元/平米/月,住宅
华建小区,天河-天河公园-东方三路3-7号,50459,1.50,35.0%,1,1.20元/平米/月,住宅
天一新村,天河-东莞庄-东莞庄路126号-6号(单号),37689,1.20,30.0%,1,0.55元/平米/月,住宅
天河东路小区,天河-天河北-天河东路,50000,2.00,40.0%,0,0.90元/平米/月,住宅
喜洋居,天河-天河公园-中山大道西,46178,2.50,25.0%,1,0.90元/平米/月,住宅
翠拥华庭,天河-车陂-车陂路426号,40601,4.47,25.0%,1,3.00元/平米/月,住宅
龙吟居,天河-龙洞-天源路1041号,25800,1.10,30.0%,1,0.50元/平米/月,住宅
青松园,天河-天河北-广州大道中542号,37800,1.00,23.0%,1,0.50元/平米/月,住宅
百合苑(A区),天河-员村-员村四横路,40000,0.88,30.0%,1,0.90元/平米/月,住宅
易丰大厦,天河-员村-翠园街8号,57500,2.18,30.0%,1,1.96元/平米/月,住宅
祥兴大厦,天河-天河北-合晖街192-198号,43740,3.00,35.0%,1,1.50元/平米/月,住宅
华龙大厦,天河-石牌-天河路238号,46172,2.60,30.0%,1,1.50元/平米/月,住宅
东洲大厦,天河-体育西路-广利路77号,51726,2.50,30.0%,1,1.50元/平米/月,住宅
先烈东横路36号大院,天河-沙河-先烈东横路36号,30000,0.50,30.0%,1,0.90元/平米/月,住宅
华景新城六期西区,天河-天河公园-华景路,53000,3.80,30.0%,1,1.90元/平米/月,住宅
南国商苑,天河-珠江新城东-海居路11-12号,107723,2.50,32.1%,1,3.80元/平米/月,住宅
沙河西街小区,天河-沙河-先烈东路,18600,2.00,15.0%,1,0.90元/平米/月,住宅
侨林苑(一期),天河-林和-侨林街,67321,2.00,40.0%,1,2.30元/平米/月,住宅
康湖山庄,天河-员村-康湖大街65号,35000,2.00,15.0%,1,0.50元/平米/月,住宅
枫丹雅筑,天河-天河北-龙口西路209号,58784,2.00,15.0%,1,1.45元/平米/月,住宅
时代新世界中心,天河-天平架-广园东路2193号,26446,3.60,31.0%,1,2.50元/平米/月,住宅
珠光御景骏庭,天河-东圃-东圃二马路,51418,3.00,30.0%,1,3.20元/平米/月,住宅
天润大厦,天河-科韵路-黄埔大道中259号,34600,3.00,20.0%,1,1.50元/平米/月,住宅
福金莲花园,天河-员村-黄埔大道124号,43726,2.50,30.0%,1,0.60元/平米/月,住宅
佛奥广场,天河-珠江新城西-金穗路5号,47600,3.50,30.0%,1,6.50元/平米/月,住宅
天隆花苑,天河-龙口西-龙口西路573-579号,41624,4.40,50.0%,1,1.00元/平米/月,住宅
先烈东横路40号大院,天河-沙河-先烈东横路40-45号,32176,2.30,26.0%,1,0.80元/平米/月,住宅
嘉怡花苑,天河-龙怡路-龙怡路93-111号,53679,3.00,30.0%,1,0.60元/平米/月,住宅
招商雍华府,天河-黄村-悦景路,63244,3.00,35.0%,1,3.20元/平米/月,住宅
天河北苑,天河-沙太南-沙太南路274-320号,34622,1.37,40.0%,1,0.60元/平米/月,住宅
丰乐苑,天河-珠江新城中-潭乐街102-120号,61498,2.50,30.0%,0,0.90元/平米/月,住宅
鸿景园,天河-龙口东-龙口东路366-368号,48091,2.50,10.0%,1,2.00元/平米/月,住宅
翠竹苑(天河),天河-岗顶-龙口东路137号,40239,2.15,32.0%,1,1.75元/平米/月,住宅
岗顶百脑汇,天河-岗顶-天河路596号,34768,2.50,30.0%,0,0.90元/平米/月,住宅
天成大厦,天河-龙口东-龙口西路98号,60076,2.30,20.0%,1,1.80元/平米/月,住宅
棠利大厦,天河-车陂-中山大道西491号,29200,3.00,30.0%,1,0.60元/平米/月,住宅
园田居,天河-华师-天华街,41000,2.60,30.0%,1,0.50元/平米/月,住宅
富信广场,天河-沙河-禺东西路25号,32391,1.20,35.0%,1,1.25元/平米/月,住宅
南雅中和,天河-珠江新城中-冼村路2号,157249,2.50,35.0%,1,4.60元/平米/月,住宅
双城国际公寓,天河-珠江新城西-花城大道21-25号,51335,3.50,33.7%,1,2.80元/平米/月,住宅
云宁居,天河-沙太南-河水西大街35号,28859,1.50,41.0%,1,1.20元/平米/月,住宅
时代花生(天河),天河-沙太南-瑞兴街,48482,3.80,30.0%,1,2.80元/平米/月,住宅
馨怡花苑,天河-龙怡路-龙口东路416-422号,45916,3.12,38.0%,1,0.60元/平米/月,住宅
寺右公馆,天河-珠江新城西-华就路21号,67000,2.50,30.0%,0,0.90元/平米/月,住宅
明轩大厦,天河-岗顶-中山大道西18号,49695,3.00,20.0%,1,3.00元/平米/月,住宅
天平花苑,天河-沙太南-牛利岗大街,23400,2.96,40.0%,1,0.55元/平米/月,住宅
紫林居,天河-员村-黄埔大道中195号,46609,0.50,35.0%,1,0.45元/平米/月,住宅
远洋明珠,天河-珠江新城西-华利路15-23号,62202,9.46,30.0%,1,1.50元/平米/月,住宅
新陶苑,天河-岗顶-陶育路,48936,2.51,30.0%,1,0.60元/平米/月,住宅
六运五街小区,天河-体育西路-六运五街,51116,2.00,30.0%,1,0.65元/平米/月,住宅
海景大厦,天河-天河公园-棠石路8号,44217,3.00,10.0%,0,0.90元/平米/月,住宅
侨颖苑,天河-员村-员村西街4-8号,46600,2.00,30.0%,1,1.50元/平米/月,住宅
小城之春(天河),天河-天河公园-粤生街48号,92000,3.50,35.0%,1,0.90元/平米/月,住宅
天龙大厦,天河-石牌-龙口西路86号,47600,2.30,43.0%,1,2.10元/平米/月,住宅
宏景台,天河-天河北-信诚南街21号,82038,4.75,20.0%,1,2.50元/平米/月,住宅
福泉楼,天河-沙河-先烈东路298-2号,26400,3.80,15.0%,1,1.50元/平米/月,住宅
阳光家园(天河),天河-沙太南-沙太南路253号,29729,1.76,30.0%,1,0.50元/平米/月,住宅
阳光苑,天河-粤垦-粤垦路51-57号,31371,2.00,45.0%,1,0.50元/平米/月,住宅
佳润上品菁园,天河-东圃-中山大道中438号,51000,2.53,35.0%,1,2.70元/平米/月,住宅
华景新城怡景园,天河-天河公园-华景路162号,57500,3.67,35.0%,1,0.80元/平米/月,住宅
瑞心苑小区,天河-粤垦-粤垦路,71041,2.30,30.0%,1,1.40元/平米/月,住宅
嘉裕丹顿阳光,天河-珠江新城中-海安路2号,103740,2.50,30.3%,1,3.50元/平米/月,住宅
员村二横路11号大院,天河-员村-员村二横路11号,34991,2.62,20.0%,1,0.56元/平米/月,住宅
棠雅苑,天河-天河公园-中山大道枫叶路10号,35400,1.50,28.0%,1,0.90元/平米/月,住宅
燕东大厦,天河-燕塘-燕岭路390号,24088,3.00,35.0%,1,1.00元/平米/月,住宅
领汇国际公寓,天河-东圃-菁映路,36659,2.90,30.0%,1,1.98元/平米/月,住宅
环宇花园,天河-天河公园-中山大道100-122号,46000,3.23,30.0%,1,1.05元/平米/月,住宅
叠翠居,天河-天河公园-华景路23-31号,51500,2.00,30.0%,1,0.60元/平米/月,住宅
力迅上筑,天河-珠江新城东-海明路22号,115920,4.02,35.0%,1,2.50元/平米/月,住宅
员村四横路1号大院,天河-科韵路-员村四横路1号,38600,1.20,20.0%,1,0.50元/平米/月,住宅
万菱君临国际公寓,天河-天河北-天河路,53666,3.19,33.1%,1,6.80元/平米/月,住宅
员村西街3号大院,天河-员村-员村西街3号,35000,3.00,25.0%,1,0.50元/平米/月,住宅
汇景新城柏菲美泉,天河-汇景新城-汇景南路,98295,1.00,40.0%,1,2.60元/平米/月,住宅
源泉广场,天河-天河客运站-天源路130-144号,24000,1.80,20.0%,1,1.00元/平米/月,住宅
发源楼,天河-科韵路-黄埔大道中326号,33800,2.50,25.0%,1,0.50元/平米/月,住宅
长兴小区,天河-长兴-长兴路318-1号,36380,1.00,30.0%,1,1.10元/平米/月,住宅
银利花苑,天河-沙太南-银利路123号,25400,1.90,18.0%,1,0.60元/平米/月,住宅
龙岗东小区,天河-沙河-龙岗东路,26200,1.50,15.0%,1,0.80元/平米/月,住宅
体育东小区,天河-石牌-天河东路,46200,1.50,34.0%,0,0.80元/平米/月,住宅
润华大厦,天河-天河北-天润路37-39号,50769,3.00,30.0%,1,1.80元/平米/月,住宅
广州有色金属研究院,天河-长兴-长兴路363号,34151,2.00,20.0%,0,0.30元/平米/月,住宅
龙口西广梅汕宿舍,天河-天河北-龙口西路49号,49994,2.50,32.0%,1,1.20元/平米/月,住宅
华景新城第五期北区,天河-天河公园-华景路,55500,1.67,30.0%,1,0.60元/平米/月,住宅
金泽大厦,天河-体育西路-黄埔大道西201号,38800,2.55,20.0%,0,0.90元/平米/月,住宅
保利108公馆,天河-珠江新城西-华就路6号,155553,3.44,35.0%,1,2.10元/平米/月,住宅
燕塘大院,天河-燕塘-燕塘路,33883,2.40,39.0%,1,0.50元/平米/月,住宅
省文化厅大院,天河-沙河-水荫四横路32号-45号,46016,1.20,26.0%,1,1.30元/平米/月,住宅
华南理工大学教工宿舍,天河-五山-五山路381号,66304,1.20,30.0%,1,0.38元/平米/月,住宅
鸿燕居小区,天河-粤垦-燕都路35-89号,31795,2.31,43.0%,1,0.70元/平米/月,住宅
睿山,天河-五山-茶山路,80287,2.80,41.0%,1,2.50元/平米/月,住宅
博雅御轩1号,天河-珠江新城中-兴盛路11号,97000,11.33,22.29%,1,2.80元/平米/月,住宅
星汇御府,天河-珠江新城东-海业路,192296,3.50,33.0%,1,8.00元/平米/月,住宅
恒城大厦,天河-体育中心-黄埔大道西55号,43945,2.00,30.0%,1,2.10元/平米/月,住宅
广东红盾大厦,天河-体育西路-体育西路57号,43800,8.00,30.0%,1,2.00元/平米/月,住宅
金晖花苑,天河-粤垦-侨源大街12号,35588,2.10,41.0%,1,0.60元/平米/月,住宅
乐雅苑,天河-员村-黄埔大道中280号,38611,2.62,20.0%,1,0.89元/平米/月,住宅
金庭轩,天河-东圃-东圃大马路50号,36000,2.40,33.0%,1,0.40元/平米/月,住宅
茶景苑,天河-五山-贤韵街10-20号,47157,2.60,32.0%,1,0.80元/平米/月,住宅
珠光新城御景(一期),天河-珠江新城东-平苑街1号,136226,4.30,35.0%,0,4.50元/平米/月,住宅
五山东城花苑,天河-华师-五山路,40200,2.60,30.0%,0,0.42元/平米/月,住宅
员村四横路2号大院,天河-员村-员村四横路2号,30305,2.30,32.0%,1,0.50元/平米/月,住宅
穗源阁,天河-员村-员村西街8-16号,36600,2.20,36.0%,1,1.00元/平米/月,住宅
鸿景楼,天河-天河公园-粤生街80-86号,45401,1.50,43.0%,1,0.60元/平米/月,住宅
佳兆业1号,天河-车陂-黄埔大道中505号,96447,3.00,30.0%,1,4.00元/平米/月,住宅
电视台小区(天河),天河-天河北-天河东路170-174号,45800,3.10,25.0%,1,1.30元/平米/月,住宅
电子技术研究所宿舍,天河-粤垦-粤垦路174-178号,30800,1.50,30.0%,1,0.80元/平米/月,住宅
百合苑(B区),天河-员村-员村四横路,43652,1.80,20.0%,0,0.90元/平米/月,住宅
永福北约,天河-沙河-先烈东路,23000,3.00,30.0%,1,0.40元/平米/月,住宅
亿泉尚园,天河-天河北-天河直街152号,96000,2.55,38.0%,1,3.00元/平米/月,住宅
天河公安龙洞宿舍楼,天河-龙洞-龙洞东路230号,26799,2.00,32.0%,1,1.00元/平米/月,住宅
高胜花园,天河-粤垦-东燕街122号,28205,3.20,30.0%,1,0.60元/平米/月,住宅
侨明苑,天河-粤垦-燕都路24-30号,26450,1.50,18.0%,1,0.60元/平米/月,住宅
金园大厦,天河-沙河-广园东路1850-1852号,26766,2.00,20.0%,1,1.00元/平米/月,住宅
珠江东境,天河-棠下-科韵路,75699,0.60,40.0%,1,5.00元/平米/月,住宅
珠江苑,天河-天河北-天寿路37-85号,62000,2.50,20.0%,1,0.70元/平米/月,住宅
沾益直街小区,天河-天河北-沾益直街87-113号,58000,2.00,25.0%,1,2.30元/平米/月,住宅
远洋棠下小区,天河-科韵路-科新路,40722,2.30,25.0%,1,3.00元/平米/月,住宅
员村公安宿舍,天河-员村-百合路33号,51130,2.50,22.0%,1,0.80元/平米/月,住宅
五山路电力宿舍,天河-华师-五山路166-194号,45800,2.50,20.0%,1,1.00元/平米/月,住宅
天晖阁,天河-石牌-天河东路12-24号,54936,2.50,32.0%,1,1.98元/平米/月,住宅
员村白水塘小区,天河-员村-黄埔大道中,35227,2.60,25.0%,0,0.60元/平米/月,住宅
农科院(中区),天河-五山-金颖路,55681,1.32,25.0%,1,0.65元/平米/月,住宅
侨景大厦,天河-天河北-信成南街15-17号,64833,1.60,40.0%,1,1.51元/平米/月,住宅
南国嘉园苹果城,天河-东圃-中山大道中238号,47698,3.76,31.0%,1,1.50元/平米/月,住宅
南粤阁,天河-天河北-林和西横路215号,41583,8.50,30.0%,1,1.00元/平米/月,住宅
华南理工大学东住宅小区(东一区集),天河-五山-五山路381号,63000,1.20,30.0%,0,1.20元/平米/月,住宅
恒达苑,天河-天河北-林和东路200号,59486,1.50,10.0%,1,0.65元/平米/月,住宅
华南理工大学南新村小区,天河-五山-五山路381号,59302,2.50,36.0%,1,1.50元/平米/月,住宅
华南理工大学西秀村小区,天河-五山-五山路381号,62154,1.50,55.0%,1,1.00元/平米/月,住宅
华景锦苑,天河-天河公园-华景东路,86500,2.96,31.0%,1,2.40元/平米/月,住宅
国光小区,天河-岗顶-龙口中路73号,43076,1.50,30.0%,1,1.00元/平米/月,住宅
华景新城二期,天河-天河公园-粤生街62-100号,46000,3.20,30.0%,1,1.50元/平米/月,住宅
员村西街4号大院,天河-员村-员村西街,40000,2.60,30.0%,1,0.80元/平米/月,住宅
省政府机关宿舍,天河-天河北-天河北路595号,56246,1.50,30.0%,1,1.10元/平米/月,住宅
天河路小区,天河-体育西路-天河路,60577,1.20,30.0%,1,1.00元/平米/月,住宅
侨辉大厦,天河-石牌-天河南二路22号,42400,2.50,35.0%,1,1.50元/平米/月,住宅
天河星辰大厦,天河-石牌-天河南二路26号,49500,3.40,20.0%,1,3.00元/平米/月,住宅
天河南一路小区,天河-体育中心-天河南一路,50500,2.00,40.0%,0,0.60元/平米/月,住宅
龙眼洞林场宿舍,天河-龙洞-龙林街1-12号,37142,3.00,15.0%,0,1.00元/平米/月,住宅
光机电中心住宅区,天河-岗顶-龙口东路36号,57000,2.10,34.0%,1,1.00元/平米/月,住宅
星海苑,天河-沙河-水荫路120-122号,47600,1.20,20.0%,1,0.50元/平米/月,住宅
福颖苑,天河-员村-康湖大街,48220,1.80,40.0%,1,1.10元/平米/月,住宅
恒康阁,天河-天河北-林和西路121号,45800,2.50,41.0%,1,1.50元/平米/月,住宅
翠华苑,天河-五山-岳洲路,53500,1.50,30.0%,1,0.80元/平米/月,住宅
珠江西苑,天河-林和-林和东路218-228号,59500,1.50,30.0%,0,0.90元/平米/月,住宅
五羊宿舍,天河-科韵路-建华路109-121号,40000,2.00,20.0%,1,1.20元/平米/月,住宅
中城苑,天河-长兴-长兴路292-312号,45200,2.50,25.0%,1,1.00元/平米/月,住宅
天寿大厦,天河-天河北-天寿路105号,82830,8.70,30.0%,1,2.50元/平米/月,住宅
沙河顶新二街小区,天河-沙河-沙河顶新二街,25600,3.60,25.0%,0,0.50元/平米/月,住宅
农科院(西区),天河-五山-金颖路,56756,1.32,25.0%,1,1.00元/平米/月,住宅
绿怡居花园,天河-林和-水荫直街6巷53号,32400,2.70,30.0%,1,0.75元/平米/月,住宅
华南植物园宿舍,天河-龙洞-天源路1190号,41600,1.50,20.0%,1,0.50元/平米/月,住宅
豪名阁,天河-珠江新城西-花城大道6号,48600,2.50,30.0%,1,0.80元/平米/月,住宅
侨源新邨,天河-粤垦-燕都路44号-56号,27000,3.00,30.0%,0,1.20元/平米/月,住宅
陶苑小区,天河-沙太南-陶苑街3号,25000,1.80,20.0%,1,0.50元/平米/月,住宅
天利居,天河-沙太南-牛利岗大街,26892,3.69,25.0%,1,0.80元/平米/月,住宅
尚东宏御,天河-珠江新城东-花城大道760号,117053,2.50,35.0%,1,2.80元/平米/月,住宅
冼村街杨箕东社区,天河-体育西路-黄埔大道西30号,46800,2.50,12.0%,1,0.90元/平米/月,住宅
天麟府臻林,天河-天河公园-金兴一街46-48号,101028,4.40,39.0%,1,1.60元/平米/月,住宅
融达领寓,天河-小新塘-光宝路7号,20022,2.50,35.0%,1,3.80元/平米/月,住宅
绿洲阁,天河-燕塘-燕塘路11号,25200,1.50,28.0%,0,0.40元/平米/月,住宅
新世界天逸,天河-天河公园-天府路31-33号,131992,3.30,35.0%,1,3.80元/平米/月,住宅
马蹄岗教师楼,天河-燕塘-燕塘路,26600,1.90,31.0%,1,0.50元/平米/月,住宅
天顺跃居,天河-员村-黄埔大道中131-135号,48271,2.50,36.8%,1,1.35元/平米/月,住宅
御华苑,天河-天河北-龙口中路150号,57000,7.64,25.0%,1,1.50元/平米/月,住宅
林和苑,天河-龙怡路-龙口东路389号,54500,2.70,35.0%,1,1.20元/平米/月,住宅
五山税务局宿舍,天河-五山-茶山路235号,59500,2.50,20.0%,1,0.30元/平米/月,住宅
君华上域,天河-沙河-先烈东路198号,42000,2.50,30.0%,1,2.50元/平米/月,住宅
嘉华楼,天河-东圃-宦溪西路8-12号,27200,2.60,10.0%,1,0.40元/平米/月,住宅
绿佳花园,天河-粤垦-燕都路62-76号,31242,2.60,35.0%,1,1.50元/平米/月,住宅
林和西小区,天河-天河北-林和西路,36400,2.50,30.0%,1,1.50元/平米/月,住宅
金雅侨,天河-粤垦-粤垦路573-577号,34743,1.20,20.0%,1,0.80元/平米/月,住宅
华景新城六期东区,天河-天河公园-华景路,54596,3.20,30.0%,1,1.20元/平米/月,住宅
东圃边检宿舍,天河-东圃-宦溪西路19号,42000,2.00,35.0%,0,1.00元/平米/月,住宅
东莞庄工商局宿舍,天河-东莞庄-东莞庄一横路,48600,1.50,30.0%,1,1.00元/平米/月,住宅
广州体育学院宿舍,天河-林和-广州大道中456号,57837,1.50,20.0%,1,0.80元/平米/月,住宅
天河南街海运小区,天河-体育中心-六运三街,51068,1.50,30.0%,0,1.20元/平米/月,住宅
华建大厦,天河-天河公园-天府路233号,71500,1.50,30.0%,0,0.90元/平米/月,住宅
五星阁,天河-粤垦-粤垦路523号,26400,8.50,24.0%,1,1.20元/平米/月,住宅
四航局大院(天河),天河-沙河-先烈东路159号,29731,1.10,20.0%,1,1.50元/平米/月,住宅
侨兴苑(天河),天河-岗顶-黄埔大道西433号,40000,0.79,13.0%,1,0.60元/平米/月,住宅
星辰财富港,天河-珠江新城西-华穗路172-174号,78000,2.50,20.0%,1,3.00元/平米/月,住宅
龙岗路34号大院,天河-沙河-龙岗路34号,38518,1.50,20.0%,1,0.40元/平米/月,住宅
省政府宿舍,天河-体育中心-广州大道中980号,51232,2.50,30.0%,1,1.10元/平米/月,住宅
润德大厦,天河-珠江新城西-华穗路28号,76700,1.50,30.0%,1,1.80元/平米/月,住宅
侨苑小区(天河),天河-天河北-天河北街4-30号,56000,1.30,30.0%,1,0.50元/平米/月,住宅
侨翠苑,天河-沙河-先烈东二横路10号,29166,2.10,32.0%,1,1.00元/平米/月,住宅
侨林苑(二期),天河-林和-侨林街,72789,2.00,40.0%,1,2.10元/平米/月,住宅
兰亭上东,天河-员村-员村一横路11号,52173,1.20,30.0%,1,3.00元/平米/月,住宅
军队离退休干部第三休养所,天河-沙河-水荫四横路102-104号,30622,1.20,30.0%,1,0.80元/平米/月,住宅
佳福阁,天河-科韵路-建华路17号,37000,2.10,25.0%,1,0.80元/平米/月,住宅
广信银兰苑,天河-岗顶-石牌东路137号,48803,2.00,30.0%,1,0.60元/平米/月,住宅
华景新城第三期西二区,天河-天河公园-华景路53-73号(单号),47600,3.20,30.0%,1,0.60元/平米/月,住宅
广东邮电职业技术学院宿舍,天河-天河公园-中山大道西,46000,1.60,20.0%,1,0.50元/平米/月,住宅
电子五所宿舍,天河-东莞庄-东莞庄路,42400,0.60,60.0%,1,0.60元/平米/月,住宅
富丽花苑(天河),天河-体育中心-体育东路64号,49154,1.50,20.0%,0,0.90元/平米/月,住宅
勤天E品上馆,天河-天河公园-中山大道西238号,38986,3.80,30.0%,1,3.80元/平米/月,住宅
凤凰公司宿舍,天河-龙洞-天源路,24400,1.20,80.0%,1,1.00元/平米/月,住宅
长福路小区,天河-天河客运站-长福路104-215号,34000,2.60,20.0%,0,0.90元/平米/月,住宅
石鼓岭公安宿舍,天河-天平架-石鼓岭24号,22400,1.00,10.0%,0,1.20元/平米/月,住宅
暨南大学南湖苑,天河-岗顶-黄埔大道西601号,55094,1.50,20.0%,0,0.90元/平米/月,住宅
华颖轩,天河-员村-员村一横路3号,46000,2.50,30.0%,0,0.90元/平米/月,住宅
信达金茂府(商住楼),天河-沙太南-广州大道北920号,34113,3.00,35.0%,1,暂无,商住楼
广京艺苑,天河-体育中心-水荫四横路11号,23600,1.50,30.0%,0,0.90元/平米/月,住宅
测绘大队大院,天河-沙太南-伍仙桥街28号,23400,1.50,30.0%,0,0.90元/平米/月,住宅
岳洲社区,天河-五山-岳洲路9号,40000,1.50,30.0%,0,0.90元/平米/月,住宅
中山三院,天河-岗顶-天河路,46200,2.30,32.0%,0,0.90元/平米/月,住宅
龙口西路47号小区,天河-岗顶-龙口西路47号小区,46600,1.50,30.0%,0,暂无,住宅
广州体育学院山顶教工宿舍,天河-体育中心-水荫横路19-41号,35000,1.50,20.0%,1,1.00元/平米/月,住宅
中科院华南植物研究所,天河-天河客运站-兴科路723号,35000,1.50,20.0%,0,0.90元/平米/月,住宅
天信大厦,天河-龙口东-天河东路216号,48200,2.50,30.0%,0,0.90元/平米/月,住宅
华师附中教师宿舍,天河-石牌-中山大道西1号,63211,1.50,20.0%,0,0.90元/平米/月,住宅
中科院化学研究所大院,天河-长兴-兴科路368号,41111,1.00,30.0%,0,0.50元/平米/月,住宅
团校宿舍,天河-龙口东-五山路109号,50000,1.00,20.0%,0,2.00元/平米/月,住宅
五华大厦,天河-科韵路-科韵路62号,36000,4.00,20.0%,1,0.50元/平米/月,住宅
员村消防局宿舍,天河-员村-员村三横路,25931,3.00,20.0%,1,0.60元/平米/月,住宅
员村四横路3号大院,天河-员村-员村四横路3号,35200,1.20,20.0%,0,0.80元/平米/月,住宅
泰然楼,天河-员村-黄埔大道中165号-179号,36455,1.50,50.0%,1,0.50元/平米/月,住宅
天宝大厦,天河-天河北-体育东路37号,40600,2.50,20.0%,1,0.80元/平米/月,住宅
水荫一横路小区,天河-天河北-水荫一横路,24600,2.00,20.0%,0,0.90元/平米/月,住宅
省机械研究所宿舍,天河-龙口东-龙口东路,45800,1.00,20.0%,1,0.70元/平米/月,住宅
瑞达大厦,天河-体育中心-黄埔大道西39号,43000,2.00,18.0%,1,1.50元/平米/月,住宅
石牌东公安宿舍,天河-岗顶-石牌东路79号,36146,1.20,30.0%,1,0.50元/平米/月,住宅
燕岭宿舍,天河-粤垦-粤垦路639号,24200,1.50,30.0%,0,0.60元/平米/月,住宅
体育西苑,天河-体育西路-天河直街148号,60213,3.50,40.0%,1,2.00元/平米/月,住宅
石牌东法院宿舍,天河-岗顶-石牌东路157号,34807,2.00,28.0%,1,0.60元/平米/月,住宅
