小区名字,小区地址,均价,容积率,绿化率,有无停车位,物业费,物业类型
保利和光晨樾(商住楼),荔湾-广钢新城-开拓路,25159,2.50,35.0%,1,4.00元/平米/月,商住楼
中海花湾壹号(商住楼),荔湾-广钢新城-鹤洞路,22051,2.50,35.0%,1,3.60元/平米/月,商住楼
和安街小区,荔湾-陈家祠-和安街,28600,2.52,15.0%,0,0.90元/平米/月,住宅
碧桂园朝花,荔湾-西塱-花地大道中475号,23041,4.94,30.0%,1,7.50元/平米/月,商住楼
桥中花园,荔湾-陈家祠-桥中路,16122,2.51,16.4%,1,0.80元/平米/月,住宅
粤泰荔湾华府,荔湾-南岸-南岸路45,30400,1.60,50.0%,1,2.20元/平米/月,住宅
耀华社区,荔湾-西关-存善正街9号,29812,2.00,22.0%,1,0.70元/平米/月,住宅
逢源北街小区,荔湾-长寿路-逢源北街,31831,1.50,20.0%,1,0.70元/平米/月,住宅
荔湾路大院,荔湾-陈家祠-荔湾路60-99号,27000,1.50,30.0%,1,暂无,住宅
敏捷朗悦公馆,荔湾-花地湾-浣花路79号,25166,2.50,25.0%,0,6.00,商住楼
华发中央公园(别墅),荔湾-广钢新城-鹤洞路,123076,0.50,27.0%,1,3.50元/平米/月,别墅
芳村公安宿舍,荔湾-芳村-茶滘路10~30号,19800,2.70,30.0%,1,0.60元/平米/月,住宅
远大芳华都汇,荔湾-芳村-花地大道南66号,22758,2.80,30.0%,0,3.00元/平米/月,商住楼
岭南V谷,荔湾-西塱-花地大道657号,20000,3.18,35.0%,1,3.00元/平米/月,商住楼
南岸路小区(荔湾区),荔湾-西关-南岸路2号,30809,2.70,45.0%,0,0.50元/平米/月,住宅
广雅后街小区,荔湾-环市西-广雅后街,30182,2.80,13.9%,1,暂无,住宅
贵贤上品(商住楼),荔湾-西关-华贵路13号,13963,2.50,30.0%,0,0.90元/平米/月,商住楼
逢源大厦,荔湾-西关-逢源北街28号,27800,2.30,20.0%,1,1.00元/平米/月,商住楼
富力广场S区,荔湾-龙津-中山八路25号,48236,5.45,40.0%,0,1.80元/平米/月,住宅
万和苑,荔湾-滘口-芳村兴东路17号,21800,3.08,20.0%,1,0.40元/平米/月,住宅
西增路小区,荔湾-西村-西增路18-69号,25800,2.47,14.7%,1,0.80元/平米/月,住宅
康王中路小区,荔湾-西关-康王中路245号,26250,2.00,30.0%,0,0.90元/平米/月,住宅
宝华路小区(荔湾),荔湾-文昌南路-宝华路,25000,2.00,34.0%,0,1.50元/平米/月,住宅
荔湾路149-159号小区,荔湾-陈家祠-荔湾路149-159号,30200,1.50,30.0%,1,0.90元/平米/月,住宅
环市西路小区,荔湾-环市西-环市西路44-74号,28927,2.36,12.6%,1,1.00元/平米/月,住宅
鹅潭汇SOHO,荔湾-滘口-芳村大道西,25641,1.50,30.0%,0,0.90元/平米/月,商住楼
中海保利朗阅,荔湾-广钢新城-创业西路,52129,暂无,暂无,0,暂无,住宅
宝源北街小区,荔湾-西关-宝源路79号,26600,1.50,18.0%,1,0.50元/平米/月,住宅
星河江缦花园,荔湾-滘口-滘口大街,42173,暂无,暂无,0,暂无,住宅
保利天珺,荔湾-南岸-南岸路23号,82260,暂无,暂无,0,暂无,住宅
杨巷路小区,荔湾-西关-杨巷路55号,21800,1.20,10.0%,1,1.60元/平米/月,住宅
保利越秀天启,荔湾-广钢新城-芳村大道东,42322,暂无,30.0%,0,暂无,住宅
豆腐亩小区,荔湾-西关-宝源路3-1号,25600,1.20,20.0%,1,0.50元/平米/月,住宅
珠光御景壹号(公寓),荔湾-黄沙-誉江路16号,50206,暂无,暂无,0,暂无,商住楼
越秀·天瀛,荔湾-西塱-海龙路116号,28888,876,48797.0㎡,0,2.8元/㎡/月,住宅
广州幸福湾,荔湾-广钢新城-汇盛路,85210,暂无,暂无,0,暂无,住宅
黄沙大道小区,荔湾-黄沙-黄沙大道169-175号,26824,2.50,27.0%,1,0.90元/平米/月,住宅
广船鹤园小区,荔湾-花地湾-鹤园路,23800,1.50,19.0%,0,1.50元/平米/月,住宅
力迅西关雅筑,荔湾-陈家祠-中山七路,67323,暂无,暂无,0,暂无,住宅
滨江上都璇湾(商住楼),荔湾-广钢新城-芳村大道南,51669,暂无,暂无,0,暂无,商住楼
保利东郡(二期),荔湾-广钢新城-崇文二路,43810,暂无,暂无,0,暂无,住宅
长寿东小区,荔湾-陈家祠-长寿东路,39525,2.00,18.0%,0,0.50元/平米/月,住宅
南岸路96号小区,荔湾-荔湾路-南岸路96号,23600,1.50,30.0%,0,0.90元/平米/月,住宅
光复南路小区,荔湾-西关-光复南路115号,19714,2.57,31.0%,0,0.90元/平米/月,住宅
华侨城天鹅堡（金沙洲）,荔湾-西关-南海区大沥镇教育路9号,35000,723,31500.0㎡,0,2.7元/㎡/月,住宅
花地人家(商品房),荔湾-芳村-百花路10号,29000,暂无,暂无,0,暂无,住宅
蓬莱东约社区,荔湾-西关-蓬莱东约32号,25111,1.50,30.0%,0,0.90元/平米/月,住宅
恩洲北横街小区,荔湾-西关-恩洲北横街59号,33333,1.50,30.0%,0,0.90元/平米/月,住宅
沙基东中约16号,荔湾-黄沙-菜栏东横街,21000,1.20,30.0%,0,0.50元/平米/月,住宅
荔湾路41-47号大院,荔湾-长寿路-荔湾路41-47号,33400,暂无,暂无,1,0.50元/平米/月,住宅
沙面大街社区,荔湾-西关-沙面大街,43200,2.65,20.0%,1,0.80元/平米/月,住宅
金花小区,荔湾-陈家祠-光复北路781号,27000,2.51,32.0%,0,0.90元/平米/月,住宅
逢源西街小区,荔湾-西关-逢源西街1-100号,33000,1.50,30.0%,1,0.50元/平米/月,住宅
茶滘新村,荔湾-芳村-东教北路,21600,1.23,50.0%,1,0.50元/平米/月,住宅
蓬莱西大街小区,荔湾-长寿路-蓬莱西大街94号,24800,暂无,暂无,1,暂无,住宅
富力路大院,荔湾-周门-富力路46-48号,20200,1.20,30.0%,0,0.50元/平米/月,住宅
光雅里小区,荔湾-沙面-光雅里46号,24000,2.30,20.0%,0,0.90元/平米/月,住宅
美华后街小区,荔湾-周门-美华后街1-8号,22800,1.20,20.0%,0,0.50元/平米/月,住宅
埗头直街42号小区,荔湾-荔湾路-埗头直街42号,20800,1.20,20.0%,0,0.50元/平米/月,住宅
万科金域曦府,荔湾-坑口-浣花路,52310,3.50,30.0%,0,0.90,住宅
岭南V谷荔湾新天地,荔湾-广钢新城-村大道南33号-43号,33090,暂无,暂无,0,暂无,住宅
星河江缦,荔湾-滘口-荔创北路与鹅潭路交汇处,60000,324,20508.0㎡,0,4.5元/㎡/月,住宅
保利越秀天启(商住楼),荔湾-广钢新城-芳村大道东,39184,暂无,暂无,0,暂无,商住楼
万汇天地朗庭,荔湾-花地湾-喜鹊路37号,49436,暂无,暂无,0,暂无,住宅
保利越秀天启（住宅售罄）,荔湾-芳村-芳村大道东9号（沙涌地铁站旁约300米）,50000,719,30936.0㎡,0,3.58元/㎡/月,住宅
万科·理想花地·金域曦府,荔湾-花地湾-花地大道309号（地铁1号线花地湾站旁）,48000,3096,69515.0㎡,1,3.9元/㎡/月,住宅
河沙花园,荔湾-桥中-映河街6号,15100,暂无,暂无,0,暂无,住宅
滨江上都,荔湾-广钢新城-芳村大道南40号,76000,暂无,暂无,0,暂无,住宅
第十甫路小区,荔湾-西关-西关十甫路,21400,暂无,19.0%,0,暂无,住宅
金花小筑,荔湾-长寿路-中山七路190号,53089,暂无,暂无,0,暂无,住宅
广州滨江上都商办,荔湾-广钢新城-芳村大道南40号,55000,暂无,123700.0㎡,0,暂无,商住楼
宝庆新北约小区,荔湾-长寿路-宝庆新北约5号,27600,暂无,暂无,0,暂无,住宅
汾水逸腾轩,荔湾-花地湾-茶滘路127号,16500,暂无,暂无,0,暂无,住宅
广东一建,荔湾-站前路-流花路69号之一,48300,暂无,暂无,0,暂无,住宅
鑫美大厦,荔湾-长寿路-光复中路351号,31400,暂无,暂无,1,1.00元/平米/月,住宅
华茂苑,荔湾-花地湾-围口街20号,16500,暂无,暂无,0,暂无,住宅
广船商务大厦,荔湾-坑口-鹤洞路126号,22200,暂无,暂无,0,暂无,住宅
梯云东路小区,荔湾-长寿路-梯云东路,27800,暂无,暂无,0,暂无,住宅
西湾路107号之七大院,荔湾-西村-西湾路107号,33000,暂无,暂无,1,1.00元/平米/月,住宅
花地大道中2-22号小区,荔湾-坑口-花地大道中2-22号,23000,暂无,暂无,0,暂无,住宅
桨栏路大院,荔湾-长寿路-桨栏路100号,5800,暂无,暂无,1,1.00,住宅
石榴巷44号小区,荔湾-长寿路-石榴巷44号,25800,暂无,暂无,0,暂无,住宅
历荣里小区,荔湾-长寿路-历荣里11号之1,25400,暂无,暂无,0,暂无,住宅
南岸大街小区,荔湾-西关-南岸大街80号,19400,暂无,暂无,0,暂无,住宅
沙基社区,荔湾-长寿路-沙基东约22号,21600,暂无,暂无,0,暂无,住宅
铁路大厦,荔湾-西关-黄沙大道125号之二,30800,暂无,暂无,0,暂无,住宅
聚华坊小区,荔湾-芳村-聚华坊15号,24200,暂无,暂无,0,暂无,住宅
下市直街小区,荔湾-芳村-迦南巷3号,23800,暂无,暂无,0,暂无,住宅
珠园,荔湾-芳村-珠园32号,28400,暂无,暂无,0,暂无,住宅
铁路小区(荔湾),荔湾-站前路-站前路11号,24000,暂无,暂无,1,0.50,住宅
鸿福西街小区,荔湾-长寿路-鸿福西街28号,24000,暂无,暂无,0,暂无,住宅
增埗村,荔湾-环市西-增步大街48号,23400,暂无,暂无,0,暂无,住宅
兴仁西25号小区,荔湾-长寿路-兴仁西25号,24200,暂无,暂无,1,1.00,住宅
金信大厦,荔湾-陈家祠-人民北路691号,29400,2.50,20.0%,0,0.90元/平米/月,住宅
宝华轩,荔湾-西关-旧宝华23号,43600,2.98,25.0%,1,0.50元/平米/月,住宅
广发商业大厦,荔湾-芳村-龙湾路2号,20600,2.30,30.0%,0,1.00元/平米/月,住宅
紫景楼,荔湾-芳村-东塱福禄大街37-43号(单号),20000,2.50,30.0%,1,0.90元/平米/月,住宅
周门南路小区,荔湾-荔湾路-周门南路,28200,2.00,20.0%,1,0.70元/平米/月,住宅
周门街别墅,荔湾-荔湾路-周门路,29200,0.50,35.0%,0,2.00元/平米/月,别墅
紫香街小区,荔湾-滘口-兴东路76号78号,19200,1.20,30.0%,1,0.80元/平米/月,住宅
文安花苑,荔湾-滘口-芳信路39号,18880,2.52,25.0%,1,0.60元/平米/月,住宅
长乐花苑,荔湾-环市西-长乐后街55号,29600,4.50,40.0%,1,1.96元/平米/月,住宅
中信苑,荔湾-中山八路-周门南路28-32号,26600,2.47,31.6%,1,0.80元/平米/月,住宅
西关新寓,荔湾-西关-荔湾路,39600,7.05,17.0%,1,1.60元/平米/月,住宅
西堤二马路小区,荔湾-黄沙-西堤二马路24号,29400,1.50,20.0%,1,1.50元/平米/月,住宅
镇安路31号小区,荔湾-黄沙-镇安路31号,18500,1.20,20.0%,1,0.50元/平米/月,住宅
镇南大街小区,荔湾-芳村-镇南大街,18700,1.20,20.0%,0,0.80元/平米/月,住宅
西村大院,荔湾-环市西-环市西路,18900,2.58,15.0%,1,0.20元/平米/月,住宅
文苑楼,荔湾-芳村-茶漖北路,20600,2.51,16.2%,1,0.70元/平米/月,住宅
站前路小区(荔湾),荔湾-站前路-站前路,25800,1.50,14.0%,0,15.00元/平米/月,住宅
永安居,荔湾-环市西-环市西路48-54号,28000,8.80,13.9%,1,1.05元/平米/月,住宅
铁路宿舍(荔湾),荔湾-荔湾路-塘前街16号,24600,2.50,28.0%,0,1.50元/平米/月,住宅
育才街6号小区,荔湾-滘口-育才路6号,20400,1.20,23.0%,1,0.80元/平米/月,住宅
市政东苑,荔湾-荔湾路-富力路44号,23200,3.20,20.0%,0,1.50元/平米/月,住宅
十六甫大街小区,荔湾-西关-宝华路十六甫东二巷,18900,1.20,30.0%,0,0.50元/平米/月,住宅
上下九路小区,荔湾-西关-上下九路,25800,1.23,18.0%,1,2.50元/平米/月,住宅
十三行小区,荔湾-西关-杉木栏路,27800,2.50,30.0%,1,1.00元/平米/月,住宅
幸福新村,荔湾-西关-荔湾路58号,26800,1.80,21.0%,1,0.50元/平米/月,住宅
怡馨苑(荔湾),荔湾-芳村-招村新街,25400,3.87,35.0%,1,1.20元/平米/月,住宅
信联路小区,荔湾-芳村-信联路,22200,2.50,20.0%,0,0.90元/平米/月,住宅
十六甫东街小区,荔湾-文昌南路-十六甫东街,27800,1.20,30.0%,0,0.50元/平米/月,住宅
文昌花苑,荔湾-文昌南路-文昌南路,36013,8.00,30.0%,1,1.50元/平米/月,住宅
文昌南路小区,荔湾-文昌南路-文昌南路,27200,3.00,18.0%,1,0.50元/平米/月,住宅
园中园绿雅苑,荔湾-荔湾路-周门街,27600,2.51,25.0%,1,0.70元/平米/月,住宅
天侨阁,荔湾-芳村-芳村大道中590-660号,22400,2.52,15.0%,0,0.90元/平米/月,住宅
万兴苑(荔湾),荔湾-滘口-芳村大道西681-693号,22600,1.50,40.0%,1,0.90元/平米/月,住宅
天心宿舍,荔湾-陈家祠-康王北路,37800,1.50,20.0%,0,1.20元/平米/月,住宅
宇宙鞋业市场综合楼,荔湾-环市西-克山七街12号,17500,1.20,20.0%,1,1.00元/平米/月,住宅
泰兴苑,荔湾-西关-文昌北路,31800,2.00,18.0%,1,0.40元/平米/月,住宅
隧兴广场,荔湾-黄沙-黄沙大道3-5号,25800,4.00,22.0%,1,1.80元/平米/月,住宅
水文阁,荔湾-芳村-芳村大道东155号,18900,1.50,30.0%,1,3.00元/平米/月,住宅
沙面南街小区,荔湾-沙面-沙面南街1-100号,40000,1.20,30.0%,1,0.80元/平米/月,住宅
双喜花园,荔湾-中山八路-周门路7号,36600,2.00,15.0%,1,1.80元/平米/月,住宅
穗芳阁,荔湾-滘口-兴东路25号,18300,2.90,23.0%,0,0.90元/平米/月,住宅
泰安楼,荔湾-西关-西华路139号,34000,2.51,23.0%,1,0.50元/平米/月,住宅
三淞坊150号,荔湾-坑口-三淞坊150号,20800,1.20,40.0%,1,0.50元/平米/月,住宅
兴和阁,荔湾-滘口-五眼桥新基上村152号,20600,2.51,33.0%,1,1.00元/平米/月,住宅
如意坊,荔湾-荔湾路-如意坊路,19400,1.20,17.0%,1,1.50元/平米/月,住宅
品湖雅居,荔湾-西村-西村首约大街29-49号,34000,2.40,25.0%,1,2.50元/平米/月,住宅
荔湾大厦,荔湾-西关-人民北路695号,29000,2.50,10.0%,1,0.90元/平米/月,住宅
西湾东路大院,"荔湾-环市西-西湾东路10号,12号",23200,2.52,14.0%,0,0.80元/平米/月,住宅
荔湾康怡居,荔湾-陈家祠-康王北路1023号,39200,4.90,30.0%,1,4.00元/平米/月,住宅
荔湾粮食局宿舍,荔湾-陈家祠-荔湾路,25400,1.20,20.0%,0,0.50元/平米/月,住宅
泮塘,荔湾-西关-昌华街道,25000,1.50,12.0%,0,1.80元/平米/月,住宅
荔湾路95号大院,荔湾-荔湾路-荔湾路95号,29400,1.20,30.0%,0,1.00元/平米/月,住宅
翔景苑,荔湾-芳村-芳村大道东7号,23800,2.90,15.0%,1,0.50元/平米/月,住宅
侨雅苑(荔湾),荔湾-芳村-芳村大道中263号,19800,2.30,30.0%,1,0.50元/平米/月,住宅
荔怡中心,荔湾-荔湾路-周门路16号,33600,2.51,23.0%,1,0.80元/平米/月,住宅
周门烟厂小区,荔湾-中山八路-周门街1-15号,26400,2.51,16.0%,1,1.00元/平米/月,住宅
留庆新横街10号住宅小区,荔湾-西关-留庆新横街10号,25200,1.20,30.0%,0,1.50元/平米/月,住宅
荔庭雅居,荔湾-陈家祠-西华路36-38号,53000,3.80,35.0%,1,1.80元/平米/月,住宅
荔港南湾(南区二期),荔湾-南岸-南岸路,38000,5.00,35.0%,1,1.55元/平米/月,住宅
知道园小区,荔湾-芳村-芳村大道中259号,26800,2.10,35.0%,1,0.50元/平米/月,住宅
文昌北路小区,荔湾-西关-文昌北路,25200,1.50,16.0%,0,暂无,住宅
万盛街大院,"荔湾-滘口-万盛街5,6号",19400,1.50,15.0%,1,0.60元/平米/月,住宅
卫生局宿舍(荔湾),荔湾-滘口-塞坝路2号之二,25000,1.20,10.0%,1,0.96元/平米/月,住宅
维雅苑,荔湾-荔湾路-荔湾路119号,37600,2.50,17.0%,1,1.80元/平米/月,住宅
铁路职工综合楼,荔湾-站前路-站前路,39000,1.20,30.0%,0,1.00元/平米/月,住宅
永隆坊,荔湾-陈家祠-康王中路602号,43000,1.20,32.0%,1,2.00元/平米/月,住宅
业丰花园,荔湾-环市西-环市西路,19600,2.46,35.0%,1,0.80元/平米/月,住宅
市政园林局宿舍,荔湾-芳村-涌岸街1-13号,26800,2.00,18.0%,1,0.70元/平米/月,住宅
石围塘派出所宿舍,荔湾-滘口-兴东路11号,20200,1.20,20.0%,1,0.48元/平米/月,住宅
太和约,荔湾-芳村-龙湾路,29800,1.50,30.0%,1,1.08元/平米/月,住宅
石油公司宿舍,荔湾-滘口-宝源路18-20号,25000,1.20,20.0%,0,0.50元/平米/月,住宅
十八甫新街小区,荔湾-长寿路-十八甫路,25400,2.60,20.0%,0,0.50元/平米/月,住宅
余庆园,荔湾-芳村-花地大道北48号,28200,2.00,11.4%,1,0.50元/平米/月,住宅
桃李小区,荔湾-西村-明心路,30800,1.50,20.0%,1,0.50元/平米/月,住宅
十光雅里,荔湾-长寿路-下九路,24200,1.20,20.0%,0,1.00元/平米/月,住宅
兴贤社区,荔湾-长寿路-宝华路,23400,1.20,30.0%,0,0.50元/平米/月,住宅
涌边一马路小区,荔湾-黄沙-涌边一马路,28400,1.20,20.0%,0,0.80元/平米/月,住宅
十八甫路小区,荔湾-长寿路-十八甫路,21400,1.50,15.0%,0,1.00元/平米/月,住宅
省中医院宿舍,荔湾-花地湾-花溪路5号,27600,1.50,15.0%,1,0.80元/平米/月,住宅
怡花阁,荔湾-芳村-芳村大道126号,30400,2.95,20.0%,1,0.40元/平米/月,住宅
输变电局宿舍,荔湾-南岸-南岸路85号,25400,1.58,32.0%,1,1.80元/平米/月,住宅
上村小区,荔湾-南岸-南岸路,26800,1.50,10.0%,1,1.10元/平米/月,住宅
信联街9号,荔湾-芳村-信联街9号,26000,1.20,30.0%,0,0.50元/平米/月,住宅
心悦阁,荔湾-芳村-中市外约新街四巷1-9号,26800,2.55,20.0%,1,1.00元/平米/月,住宅
怡康苑,荔湾-芳村-花地大道中,24800,2.51,35.0%,1,1.00元/平米/月,住宅
十甫名都,荔湾-长寿路-第十甫路188号,24000,1.20,20.0%,0,0.50元/平米/月,住宅
十三甫路14号大院,荔湾-西关-十三甫路,24400,1.20,20.0%,0,0.80元/平米/月,住宅
兴东路教师楼,荔湾-滘口-兴东路33-41号,20400,2.50,20.0%,1,0.60元/平米/月,住宅
新基上村,荔湾-滘口-新基上村21号,21000,1.20,30.0%,0,0.50元/平米/月,住宅
新隆沙东小区,荔湾-芳村-新隆沙东56号,25400,1.20,20.0%,1,0.80元/平米/月,住宅
祥兴新村(西区),荔湾-滘口-芳村大道西226号,25400,2.55,15.0%,1,0.70元/平米/月,住宅
流花雅轩,越秀-流花-站前横路,44600,3.68,30.0%,1,1.50元/平米/月,住宅
荔湾国际城花园,荔湾-龙溪-旧龙溪路,36600,4.31,68.0%,1,2.80元/平米/月,住宅
荔景楼(荔湾),荔湾-荔湾路-新虹街38号,19400,1.50,21.0%,1,0.80元/平米/月,住宅
荔湾湖畔小区,荔湾-黄沙-庙前街,42600,1.50,30.0%,1,0.90元/平米/月,住宅
新基下村,荔湾-滘口-东华里7号,19400,1.50,20.0%,1,0.60元/平米/月,住宅
新锦龙大厦,荔湾-陈家祠-东胜新街5号,44600,1.50,30.0%,1,1.95元/平米/月,住宅
荔溪南约新街小区,荔湾-中山八路-荔溪南约新街35号,29600,1.50,24.0%,0,0.90元/平米/月,住宅
荔裕阁,荔湾-长寿路-康王南路298号,23800,1.20,30.0%,0,1.95元/平米/月,住宅
荔湾区人民政府宿舍小区,荔湾-芳村-芳村大道西4-10号,22000,1.20,20.0%,0,0.80元/平米/月,住宅
流花大楼,荔湾-站前路-流花路,20400,1.20,30.0%,1,0.60元/平米/月,住宅
李家园,荔湾-陈家祠-中山七路,24800,1.20,30.0%,0,1.00元/平米/月,住宅
荔华楼,荔湾-荔湾路-荔湾路,34200,2.80,35.0%,1,0.50元/平米/月,住宅
美荔人生,荔湾-荔湾路-富力路28号,19800,1.33,30.0%,1,1.30元/平米/月,住宅
兰兴苑,荔湾-芳村-东漖北路66-68号,25200,3.50,15.7%,1,0.80元/平米/月,住宅
茂林苑,荔湾-芳村-茂林路1号,25000,2.10,30.0%,1,0.70元/平米/月,住宅
景晖苑(荔湾),荔湾-芳村-西坑十巷,21400,1.90,20.0%,1,1.00元/平米/月,住宅
康侨荔都,荔湾-长寿路-康王南路15-19号,42400,2.50,30.0%,1,1.95元/平米/月,住宅
桥兴苑,荔湾-芳村-涌尾坊146-151号,17900,1.50,30.0%,1,1.00元/平米/月,住宅
岭南街社区,荔湾-黄沙-宝华路,18900,1.20,30.0%,1,1.60元/平米/月,住宅
六甫社区,荔湾-陈家祠-龙津东路834号,28800,1.20,35.0%,1,0.50元/平米/月,住宅
平西小区,荔湾-广钢新城-鹤洞路,17600,2.70,15.0%,1,0.80元/平米/月,住宅
荔泰居,荔湾-中山八路-中山八路29号,31800,3.60,23.0%,1,0.90元/平米/月,住宅
联桂北路小区,荔湾-芳村-联桂北路,28600,2.63,15.0%,1,0.90元/平米/月,住宅
流花彩虹小筑,荔湾-陈家祠-小梅大街1号,26800,2.10,20.0%,0,0.90元/平米/月,住宅
如意阁,荔湾-芳村-芳村大道中568-572号,21200,2.90,25.0%,1,0.40元/平米/月,住宅
祥泰楼,荔湾-芳村-芳村大道中608号-618号,20200,2.51,10.0%,1,0.66元/平米/月,住宅
丽馨庭,荔湾-芳村-百花路38号,30400,4.41,30.0%,1,1.00元/平米/月,住宅
平东小区,荔湾-广钢新城-鹤洞路,18900,2.50,14.0%,1,0.50元/平米/月,住宅
南岸十六巷小区,荔湾-荔湾路-南岸大街78号,18700,1.20,30.0%,1,1.40元/平米/月,住宅
荔和阁,荔湾-长寿路-康王南路,20200,2.50,30.0%,1,1.95元/平米/月,住宅
牡丹阁(荔湾),荔湾-芳村-永安北街,23200,2.80,18.0%,1,0.50元/平米/月,住宅
明心路小区,荔湾-芳村-明心路,27600,1.50,16.0%,0,0.40元/平米/月,住宅
美荔尚筑,荔湾-陈家祠-康王中路668-678号,54000,5.90,30.0%,1,2.00元/平米/月,住宅
康王南小区,荔湾-西关-长乐路,23400,2.65,33.0%,1,0.90元/平米/月,住宅
龙湾小区,荔湾-芳村-龙湾路,28000,1.50,25.0%,1,0.60元/平米/月,住宅
金达阁,荔湾-芳村-芳村大道中632号,18900,2.51,20.0%,0,0.60元/平米/月,住宅
浣花路小区,荔湾-芳村-浣花路,21800,1.50,14.0%,1,0.80元/平米/月,住宅
交警大楼,荔湾-滘口-西塞坝路,24400,2.50,12.6%,1,0.80元/平米/月,住宅
广州设计港,荔湾-荔湾路-周门路18号,25800,2.50,20.0%,1,0.80元/平米/月,住宅
接龙里小区,荔湾-芳村-芳村大道东,23000,2.00,30.0%,1,0.50元/平米/月,住宅
荟锦,荔湾-陈家祠-东胜新街5号,29800,4.75,30.0%,1,1.95元/平米/月,住宅
环卫局宿舍(荔湾),荔湾-滘口-育才街,22000,1.20,25.0%,1,0.60元/平米/月,住宅
京穗花卉大厦,荔湾-荔湾路-芳村大道西345号,19200,2.50,24.0%,1,1.20元/平米/月,住宅
广安居,荔湾-荔湾路-西湾东路,23400,1.50,30.0%,0,0.90元/平米/月,住宅
丽安大厦,荔湾-中山八路-周门路15号,28800,2.00,23.0%,1,1.55元/平米/月,住宅
光扬大厦,荔湾-长寿路-十三行路100号,20400,2.50,20.0%,0,0.50元/平米/月,住宅
工商局宿舍(荔湾),荔湾-芳村-大冲口69号,23600,1.90,30.0%,1,0.50元/平米/月,住宅
光复阁,荔湾-陈家祠-光复北路549-587号,25000,2.57,15.0%,0,0.90元/平米/月,住宅
金纶大厦,荔湾-荔湾路-小梅大街4-3号,33800,3.40,30.0%,1,0.50元/平米/月,住宅
金雅阁,荔湾-芳村-兴东路7-3号,20800,2.51,19.4%,1,0.41元/平米/月,住宅
龙津东五桂南小区,荔湾-陈家祠-五桂南16号,26800,1.50,20.0%,1,0.90元/平米/月,住宅
金桃小区,荔湾-西华路-芦荻街54号,28800,1.50,15.0%,0,0.90元/平米/月,住宅
金禧大厦,荔湾-陈家祠-康王北路28号,34400,5.00,15.0%,1,1.60元/平米/月,住宅
嘉城苑,荔湾-中山八路-康王北路1083号,38600,2.50,30.0%,1,0.88元/平米/月,住宅
厚福苑,荔湾-荔湾路-厚福大街21号,29000,4.60,19.0%,0,0.90元/平米/月,住宅
汇城花园,荔湾-滘口-兴东路,22200,2.00,40.0%,1,0.70元/平米/月,住宅
环市西路7号大院,荔湾-西村-环市西路7号,23000,2.50,20.0%,0,0.50元/平米/月,住宅
广信荷花苑,荔湾-芳村-喜鹊路荷花300号,21800,1.60,30.0%,1,1.98元/平米/月,住宅
华丽苑,荔湾-坑口-鹤洞路230号,18700,2.60,10.0%,1,0.50元/平米/月,住宅
河柳苑大院,荔湾-南岸-南岸路17号,23800,1.20,20.0%,1,1.80元/平米/月,住宅
花地湾,荔湾-花地湾-花地大道北路,19600,2.50,20.0%,1,1.00元/平米/月,住宅
鹤苑小区,荔湾-芳村-鹤洞路,24200,1.40,20.0%,1,0.50元/平米/月,住宅
俯前阁,荔湾-芳村-芳村大道中548-558号,17300,1.20,40.0%,1,0.60元/平米/月,住宅
鹤景楼,荔湾-芳村-芳村大道,25400,2.51,30.0%,1,0.50元/平米/月,住宅
小甫园,荔湾-西关-长寿东路300号,37600,1.20,30.0%,0,0.50元/平米/月,住宅
润盛花苑,荔湾-滘口-赛坝路32号,28800,2.51,35.0%,1,0.59元/平米/月,住宅
祥日苑,荔湾-西关-文昌北路290号,33000,2.50,15.0%,1,0.50元/平米/月,住宅
荣芳阁,荔湾-坑口-荣芳街38号,21600,2.51,25.0%,1,0.60元/平米/月,住宅
和平东路小区,荔湾-西关-和平东路,18900,1.20,16.0%,1,1.50元/平米/月,住宅
芳丽苑,荔湾-芳村-芳村大道东52-74号,25000,2.51,36.0%,1,0.50元/平米/月,住宅
祥兴新村(东区),荔湾-滘口-芳村大道西212号-220号,21200,2.55,15.0%,1,0.70元/平米/月,住宅
荔湾区府宿舍大院,荔湾-陈家祠-康王北路,28400,2.00,18.0%,0,0.90元/平米/月,住宅
荔溪南约小区,荔湾-中山八路-南约新街,27000,1.50,20.0%,0,0.90元/平米/月,住宅
流花华侨新村,荔湾-站前路-流花路45号,33400,2.00,30.0%,1,0.80元/平米/月,住宅
康王阁,荔湾-陈家祠-康王北路924号,37000,2.50,15.4%,1,1.50元/平米/月,住宅
美华中学教师宿舍,荔湾-西村-西增路33号,28200,1.50,32.0%,0,0.50元/平米/月,住宅
麻纱巷,荔湾-西关-光复北路507号,19600,1.50,20.0%,0,0.90元/平米/月,住宅
龙津花园,荔湾-西关-龙津西路216-236号,28200,4.50,30.0%,0,1.80元/平米/月,住宅
金荔阁,荔湾-陈家祠-芦荻街168-184号,37400,3.40,23.0%,1,0.70元/平米/月,住宅
隆兴小区,荔湾-陈家祠-隆兴里18号,25400,2.10,20.0%,1,0.50元/平米/月,住宅
金津阁,荔湾-西关-多宝路290号,21000,2.10,21.0%,1,1.00元/平米/月,住宅
广和苑,荔湾-芳村-东塱大街,22200,2.51,20.0%,0,0.40元/平米/月,住宅
规划局宿舍(荔湾),荔湾-中山八路-周门北路,32800,2.51,40.0%,1,1.00元/平米/月,住宅
