id,name,type,typecode,biztype,address,gcj02_x,gcj02_y,wgs84_x,wgs84_y,tel,pname,cityname,adname,大类,中类,小类
B0FFF4ZM8Y,户外拓展水上高空区,风景名胜;风景名胜相关;旅游景点,110000,tour,观湖路流溪河国家森林公园(东南角),113.78461,23.745889,113.77941161823716,23.74852615680468,[],广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0FFKWFZTF,谭氏宗祠,风景名胜;风景名胜;寺庙道观,110205,tour,水西北闸街与525乡道交叉口西南140米,113.408658,23.620221,113.40310077511116,23.6226308166255,[],广东省,广州市,从化区,风景名胜,风景名胜,寺庙道观
B0FFHPBDJS,西和风情小镇,风景名胜;风景名胜;风景名胜,110200,tour,西和村,113.58597,23.624595,113.5808535714324,23.62737044009965,[],广东省,广州市,从化区,风景名胜,风景名胜,风景名胜
B0FFL6FDW7,流溪河国家森林公园-绿荫亭,风景名胜;风景名胜相关;旅游景点,110000,tour,观湖路与流溪香雪大街交叉口北400米,113.783377,23.747409,113.77817615178417,23.750045089023303,020-87843288,广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0FFK7U4CK,仁山智水亭,风景名胜;风景名胜相关;旅游景点,110000,tour,流溪河国家森林公园内(东侧),113.787603,23.746632,113.78241050977694,23.7492730899461,020-87843288,广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B00141OTQ3,天适樱花悠乐园,风景名胜;风景名胜;风景名胜,110200,tour,城郊街西和村1队,113.592365,23.627595,113.58725351914838,23.630373271897,020-37941188,广东省,广州市,从化区,风景名胜,风景名胜,风景名胜
B0HRVR1ZLK,流溪河国家森林公园-自动售卖机,风景名胜;风景名胜相关;旅游景点,110000,tour,良口镇105国道流溪河国家森林公园(东侧),113.786717,23.746558,113.78152272604667,23.749197937068484,020-87843288,广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0FFL6ZXO3,西和芊艺莲花,风景名胜;风景名胜相关;旅游景点,110000,tour,城郊街道高田南二街,113.573105,23.624319,113.5679723547674,23.62708388936553,13660723098,广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B00141S9I7,小镇江(暂停开放),风景名胜;风景名胜相关;旅游景点,110000,tour,流溪湖景区内,113.805986,23.776988,113.8008334539342,23.7796653321522,[],广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0J2XSV2U8,从化黄氏宗祠,风景名胜;风景名胜;风景名胜,110200,tour,西山高埔二街与639乡道交叉口西北200米,113.388167,23.663348,113.38260818573116,23.66576738890525,[],广东省,广州市,从化区,风景名胜,风景名胜,风景名胜
B0FFGJWJKJ,西郊公园百鸟园,风景名胜;风景名胜相关;旅游景点,110000,tour,西和朗水云天郊野公园南侧110米,113.589432,23.656308,113.58431647854792,23.659089542036103,[],广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B00141ICC6,宝趣玫瑰世界,风景名胜;风景名胜;省级景点,110203,tour,城郊街西和村自编西边1号,113.581431,23.618789,113.57631012609797,23.621560878884143,020-87907777,广东省,广州市,从化区,风景名胜,风景名胜,省级景点
B0JBS5OLL3,沙湖门楼,风景名胜;风景名胜;风景名胜,110200,tour,凤岐街沙湖街一号,113.394776,23.630449,113.3892168378922,23.632860386377818,[],广东省,广州市,从化区,风景名胜,风景名胜,风景名胜
B0FFIXSCNJ,儿童自然探索公园,风景名胜;公园广场;水族馆,110104,tour,城郊街西和村天适樱花悠乐园天适樱花悠乐园内(西北角),113.590606,23.628736,113.58549322011878,23.63151392696536,[],广东省,广州市,从化区,风景名胜,公园广场,水族馆
B0FFHLTP49,玄武亭,风景名胜;风景名胜相关;旅游景点,110000,tour,G105(御泉大道),113.716273,23.700516,113.7110367093123,23.70314190415992,020-87842888,广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0HD25C6YE,碧水新邨广场,风景名胜;公园广场;城市广场,110105,tour,生态设计小镇,113.733534,23.705374,113.7282899006679,23.707985091736425,[],广东省,广州市,从化区,风景名胜,公园广场,城市广场
B0FFIGJF8L,流溪温泉旅游度假区北广场,风景名胜;公园广场;城市广场,110105,tour,御泉大道,113.720176,23.702257,113.71493694458566,23.704878837701457,[],广东省,广州市,从化区,风景名胜,公园广场,城市广场
B0FFIGB3O8,流溪温泉广场,风景名胜;公园广场;城市广场,110105,tour,良口镇御泉大道2号,113.67864,23.676246,113.67345158948608,23.678928096716223,17324039084,广东省,广州市,从化区,风景名胜,公园广场,城市广场
B0HRVR0KTU,观湖亭,风景名胜;风景名胜相关;旅游景点,110000,tour,流溪河从都湿地公园内(东侧),113.686864,23.682251,113.68166279116048,23.68491892162301,[],广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0H05BCLX3,稻喜湾温泉,风景名胜;风景名胜相关;旅游景点,110000,tour,良口镇米埗村洛二社1号,113.671844,23.675383,113.66666626428334,23.678077875942257,020-87855117,广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0FFM6XMLU,红枫湖,风景名胜;风景名胜相关;旅游景点,110000,tour,石门国家森林公园石门景区内,113.775414,23.647936,113.77020591013272,23.65054300140692,020-87850738,广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0FFG23NII,石门国家森林公园-芙蓉栈道,风景名胜;风景名胜相关;旅游景点,110000,tour,石门国家森林公园石门景区内,113.775703,23.646476,113.77049547692032,23.649083047034807,020-87850738,广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0FFGONRAL,石门国家森林公园-石门风景区,风景名胜;风景名胜相关;旅游景点,110000,tour,温泉镇温泉桃莲村石门风景区,113.767284,23.627371,113.76206544667254,23.62996879570993,020-87850738,广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0FFJBZLYT,广州南方学院铜像广场,风景名胜;公园广场;城市广场,110105,tour,温泉大道882号广州南方学院,113.676827,23.634619,113.67164421168329,23.637297829792544,[],广东省,广州市,从化区,风景名胜,公园广场,城市广场
B0FFKVJ5UK,锦鲤公园,风景名胜;公园广场;公园,110101,tour,新岭街千里百花园,113.683282,23.712762,113.67808403512431,23.715442905385725,[],广东省,广州市,从化区,风景名胜,公园广场,公园
B0HKMC9MZK,广州南方学院凉亭,风景名胜;风景名胜相关;旅游景点,110000,tour,温泉大道882号广州南方学院,113.681492,23.634564,113.67630203199064,23.63723401326481,[],广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0HU6H3H6P,石门国家森林公园-红叶观赏区,风景名胜;风景名胜相关;旅游景点,110000,tour,石门国家森林公园石灶景区内,113.770163,23.62869,113.76494826350022,23.63128994373992,[],广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0HKMCB5FK,广州南方学院孙中山半身雕像,风景名胜;风景名胜;风景名胜,110200,tour,温泉大道882号广州南方学院,113.678548,23.632955,113.67336265551404,23.63563034092017,[],广东省,广州市,从化区,风景名胜,风景名胜,风景名胜
B0FFFXG41R,红叶观赏台,风景名胜;风景名胜相关;旅游景点,110000,tour,石灶景区,113.773864,23.622073,113.76865520671392,23.62467508621571,020-87850738,广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0FFG1Z7RU,戏水泳池,风景名胜;风景名胜相关;旅游景点,110000,tour,石门国家森林公园石门景区芙蓉栈道内,113.784552,23.644113,113.77936040544824,23.64672915153208,020-87850738,广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0HKLSSD42,门那石末景区,风景名胜;风景名胜相关;旅游景点,110000,tour,桃源路,113.778742,23.643036,113.77353981439428,23.6456455055704,[],广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0FFJRVE4H,山苍子观赏区,风景名胜;风景名胜相关;旅游景点,110000,tour,温泉镇石门国家森林公园内,113.78024,23.631184,113.77504125474354,23.63379342884109,[],广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B00140I0B9,天医处,风景名胜;风景名胜;风景名胜,110200,tour,温泉宾馆松园区松园二号,113.652272,23.654925,113.64712559562594,23.657652734103657,[],广东省,广州市,从化区,风景名胜,风景名胜,风景名胜
B00140UFDJ,流溪温泉,风景名胜;风景名胜;风景名胜,110200,tour,温泉东路51号,113.655505,23.642765,113.650354702587,23.64548510803576,[],广东省,广州市,从化区,风景名胜,风景名胜,风景名胜
B0FFLOGKIF,花泰农博园(国泰园区),风景名胜;风景名胜相关;旅游景点,110000,tour,[],113.007146,23.461819,113.00182844368376,23.46439189074795,13512782531,广东省,广州市,花都区,风景名胜,风景名胜相关,旅游景点
B0FFKF3WYT,凤之梦孔雀园,风景名胜;风景名胜相关;旅游景点,110000,tour,美林湖孔雀园南侧280米,113.03394,23.465593,113.02853229436624,23.468089594595217,15918696285,广东省,广州市,花都区,风景名胜,风景名胜相关,旅游景点
B0G3ALHP7H,犀牛望月,风景名胜;风景名胜相关;旅游景点,110000,tour,美林湖大道,113.034381,23.466726,113.02897187118216,23.469221377357385,[],广东省,广州市,花都区,风景名胜,风景名胜相关,旅游景点
B0IKNU41GH,麦氏宗祠,风景名胜;风景名胜;风景名胜,110200,tour,千亩桃园东侧270米,113.09296,23.469413,113.08744141522182,23.471821388296195,[],广东省,广州市,花都区,风景名胜,风景名胜,风景名胜
B0G27MCT8R,广州花都马岭观花植物园,风景名胜;风景名胜;风景名胜,110200,tour,狮岭镇马岭观花大街18号,113.107975,23.466577,113.10245467904896,23.468987093857184,17728119348;4001037268,广东省,广州市,花都区,风景名胜,风景名胜,风景名胜
B0FFFF6UPJ,白水寨-天南第一梯,风景名胜;风景名胜相关;旅游景点,110000,tour,派潭镇白水寨风景名胜区内,113.763857,23.582037,113.75863730067157,23.584628325707296,020-82820098,广东省,广州市,增城区,风景名胜,风景名胜相关,旅游景点
B0FFG21TGQ,沐瀑台,风景名胜;风景名胜相关;旅游景点,110000,tour,派潭镇白水寨风景名胜区内(西北角),113.756975,23.590346,113.75174771963395,23.59293530984017,020-82820098,广东省,广州市,增城区,风景名胜,风景名胜相关,旅游景点
B0HDADWYD7,最佳观景平台,风景名胜;风景名胜相关;旅游景点,110000,tour,北山路74号白水寨风景名胜区内(西侧),113.763086,23.583639,113.75786530886208,23.586230056888983,020-82820098,广东省,广州市,增城区,风景名胜,风景名胜相关,旅游景点
B0H69DHYRS,龙归寺,风景名胜;风景名胜;寺庙道观,110205,tour,派谭镇旧高埔村牛骨岭新屋,113.718833,23.466939,113.71361074144336,23.4695452753996,[],广东省,广州市,增城区,风景名胜,风景名胜,寺庙道观
B0FFF2IO5P,东洞村文化公园,风景名胜;公园广场;公园,110101,tour,东洞路与东洞南路交叉口东80米,113.793122,23.549885,113.7879544762442,23.552504078551745,[],广东省,广州市,增城区,风景名胜,公园广场,公园
B0FFIJZ0B7,珍邦郭公祠,风景名胜;风景名胜;风景名胜,110200,tour,钓里村,113.656113,23.512829,113.65097051400554,23.515539549969112,[],广东省,广州市,从化区,风景名胜,风景名胜,风景名胜
B00141JBZX,派潭广场,风景名胜;公园广场;城市广场,110105,tour,榕林路108号,113.784169,23.489499,113.77898709790183,23.49210681830777,13500220883,广东省,广州市,增城区,风景名胜,公园广场,城市广场
B0H1CS2PE0,南方报业农业公园,风景名胜;公园广场;水族馆,110104,tour,派潭镇高埔水库,113.724955,23.463044,113.71972965649134,23.46564433246974,[],广东省,广州市,增城区,风景名胜,公园广场,水族馆
B00141PT0D,仙姑天池,风景名胜;风景名胜;风景名胜,110200,tour,派潭镇白水寨风景名胜区内(西北角),113.756935,23.596167,113.75170728994856,23.598756794695586,020-82820098,广东省,广州市,增城区,风景名胜,风景名胜,风景名胜
B0FFFFDWP0,白水寨风景名胜区-会仙桥,风景名胜;风景名胜相关;旅游景点,110000,tour,派潭镇白水寨风景名胜区内(北侧),113.764496,23.585584,113.75927681088729,23.58817591982664,020-82820098,广东省,广州市,增城区,风景名胜,风景名胜相关,旅游景点
B0FFKT284J,万石刘公祠,风景名胜;风景名胜;寺庙道观,110205,tour,广州从化整套大宅度假团建田园别墅10房(独立大花园温泉+KTV)西侧140米,113.66031,23.507171,113.65516156454194,23.50987396815556,18022489003,广东省,广州市,从化区,风景名胜,风景名胜,寺庙道观
B0FFFFB985,白水寨风景名胜区-亲瀑台,风景名胜;风景名胜;风景名胜,110200,tour,派潭镇白水寨风景名胜区内(西北角),113.758538,23.589364,113.753312207716,23.591953677034965,020-82820098,广东省,广州市,增城区,风景名胜,风景名胜,风景名胜
B0FFFF6YGU,白水寨风景名胜区-奇趣水谷,风景名胜;风景名胜相关;旅游景点,110000,tour,派潭镇白水寨风景名胜区内,113.763076,23.582927,113.75785534578874,23.58551800046009,020-82820098,广东省,广州市,增城区,风景名胜,风景名胜相关,旅游景点
B0I2OARBMV,钓鲤村文化广场,风景名胜;公园广场;城市广场,110105,tour,钓鲤环径与钓鲤径交叉口东60米,113.656491,23.512314,113.65134798635432,23.515023873621928,[],广东省,广州市,从化区,风景名胜,公园广场,城市广场
B0FFFFB7ZP,沐云亭,风景名胜;风景名胜;风景名胜,110200,tour,派潭镇白水寨风景名胜区内(西北角),113.756553,23.590918,113.75132531457923,23.59350725180005,020-82820098,广东省,广州市,增城区,风景名胜,风景名胜,风景名胜
B0FFG24K25,攀岩墙,风景名胜;风景名胜相关;旅游景点,110000,tour,派潭镇白水寨风景名胜区内(东南角),113.766484,23.580498,113.76126759553703,23.58309068921145,020-82820098,广东省,广州市,增城区,风景名胜,风景名胜相关,旅游景点
B0IRVSR9J1,中桥公园,风景名胜;公园广场;公园,110101,tour,榕林路98号,113.790332,23.485255,113.7851628149344,23.487870931022066,[],广东省,广州市,增城区,风景名胜,公园广场,公园
B0FFG2A9WD,熊氏宗祠,风景名胜;风景名胜;寺庙道观,110205,tour,派潭镇高村腊田埔,113.789195,23.480214,113.7840237716628,23.48282868068498,[],广东省,广州市,增城区,风景名胜,风景名胜,寺庙道观
B0FFK7UW24,妙音亭,风景名胜;风景名胜相关;旅游景点,110000,tour,派潭镇白水寨风景名胜景区内,113.760605,23.590077,113.75538119557504,23.59266746548513,020-82820098,广东省,广州市,增城区,风景名胜,风景名胜相关,旅游景点
B0FFI36WKH,广州冯公湖生态谷,风景名胜;风景名胜相关;旅游景点,110000,tour,派潭镇柑田村,113.728065,23.443416,113.72283980987702,23.44601547981292,[],广东省,广州市,增城区,风景名胜,风景名胜相关,旅游景点
B0IBLUPBDX,德盛湛公祠,风景名胜;风景名胜;风景名胜,110200,tour,中新镇三星村西河,113.687933,23.35143,113.68275250262252,23.35410013858213,[],广东省,广州市,增城区,风景名胜,风景名胜,风景名胜
B0HDLCVI56,全望古公祠,风景名胜;风景名胜;风景名胜,110200,tour,中新镇联安村老古屋,113.678235,23.428532,113.67306387962184,23.43120690857834,[],广东省,广州市,增城区,风景名胜,风景名胜,风景名胜
B0FFMBRU4M,七彩澳游世界,风景名胜;风景名胜相关;旅游景点,110000,tour,朱村街道联兴村金兴路北,113.694526,23.326623,113.6893380189143,23.329287232049285,020-32893333,广东省,广州市,增城区,风景名胜,风景名胜相关,旅游景点
B0FFGIN4W0,腊圃公园,风景名胜;公园广场;公园,110101,tour,256省道附近,113.789884,23.41979,113.78471826355565,23.42241154409547,[],广东省,广州市,增城区,风景名胜,公园广场,公园
B00141JBWF,郑中钧故居,风景名胜;风景名胜;纪念馆,110204,tour,联安村新村路,113.680865,23.424919,113.67569008506626,23.42758940774944,[],广东省,广州市,增城区,风景名胜,风景名胜,纪念馆
B0GR3OK4CR,白水山森林公园,风景名胜;公园广场;公园,110101,tour,[],113.725693,23.322128,113.72047682864816,23.324751316998025,[],广东省,广州市,增城区,风景名胜,公园广场,公园
B0FFH9B2RA,惠成山庄,风景名胜;风景名胜;风景名胜,110200,tour,940县道南50米,113.660586,23.389421,113.6554450053914,23.392135223247987,[],广东省,广州市,增城区,风景名胜,风景名胜,风景名胜
B00140UDS1,报德祠,风景名胜;风景名胜;寺庙道观,110205,tour,小楼人家景区内,113.800716,23.41398,113.79557498793748,23.41661846745741,[],广东省,广州市,增城区,风景名胜,风景名胜,寺庙道观
B00141ID52,小楼人家,风景名胜;风景名胜;省级景点,110203,tour,小楼镇腊圃村朝阳路,113.803693,23.410974,113.79855938028284,23.41361777954041,[],广东省,广州市,增城区,风景名胜,风景名胜,省级景点
B0HRVXI307,始祖山荔枝公园,风景名胜;公园广场;公园,110101,tour,小楼镇东境村小楼人家,113.79468,23.409956,113.78952531286797,23.412585733323453,[],广东省,广州市,增城区,风景名胜,公园广场,公园
B0FFFAITOK,小楼公园,风景名胜;公园广场;公园,110101,tour,256省道与青山路交叉口东南240米,113.793658,23.410471,113.78850101016442,23.41309916165648,[],广东省,广州市,增城区,风景名胜,公园广场,公园
B00141SYHQ,福和广场,风景名胜;公园广场;城市广场,110105,tour,月芳路83号,113.631733,23.359396,113.6266313468811,23.362162836319435,[],广东省,广州市,增城区,风景名胜,公园广场,城市广场
B0GUKUFGWL,谢美休闲公园,风景名胜;公园广场;公园,110101,tour,荔城街,113.806987,23.348592,113.80186570492457,23.35125284609723,[],广东省,广州市,增城区,风景名胜,公园广场,公园
B0G30CJ1FN,白云寺,风景名胜;风景名胜;寺庙道观,110205,tour,413乡道旁新围村,113.66789,23.429427,113.66273499761446,23.43212151080348,[],广东省,广州市,增城区,风景名胜,风景名胜,寺庙道观
B00141PT8X,周氏宗祠,风景名胜;风景名胜;寺庙道观,110205,tour,石街路小楼人家,113.810888,23.421444,113.80577177775676,23.424098723027647,[],广东省,广州市,增城区,风景名胜,风景名胜,寺庙道观
B0FFKS3HQM,谢美堂,风景名胜;风景名胜相关;旅游景点,110000,tour,谢美路与龙潭路交叉口东北400米,113.807624,23.348853,113.80250429009418,23.351514888919528,[],广东省,广州市,增城区,风景名胜,风景名胜相关,旅游景点
B0FFFW0EUK,东西境古村落,风景名胜;风景名胜相关;旅游景点,110000,tour,石街路与文明街交叉口东400米,113.8133,23.420282,113.80819011089083,23.422941206932784,[],广东省,广州市,增城区,风景名胜,风景名胜相关,旅游景点
B00140UEXT,何仙姑宝塔,风景名胜;风景名胜相关;旅游景点,110000,tour,小楼镇小楼墟增城何仙姑景区(东北角),113.831439,23.382818,113.8263802850528,23.38551706279787,020-82849116,广东省,广州市,增城区,风景名胜,风景名胜相关,旅游景点
B00141IG74,增城何仙姑景区,风景名胜;风景名胜;省级景点,110203,tour,小楼镇小楼墟,113.826845,23.378852,113.82177408178484,23.381543093547485,020-82841628;020-82849116,广东省,广州市,增城区,风景名胜,风景名胜,省级景点
B0HG3AE08Z,鹤栖亭,风景名胜;风景名胜相关;旅游景点,110000,tour,赤坭镇缠岗村第十三经济社,113.029511,23.433706,113.0241192852492,23.43621734518752,13808862867,广东省,广州市,花都区,风景名胜,风景名胜相关,旅游景点
B0FFKXGUSE,横沙村周氏宗祠,风景名胜;风景名胜;风景名胜,110200,tour,横沙村二街,113.072992,23.383538,113.06749896916902,23.385970830037216,[],广东省,广州市,花都区,风景名胜,风景名胜,风景名胜
B0FFJ8GV6S,高氏大宗祠,风景名胜;风景名胜;风景名胜,110200,tour,赤坭镇白石旧村一街与白石大村西头街交叉口东约200米,113.037431,23.439037,113.03201461236574,23.44152731276371,13539938914,广东省,广州市,花都区,风景名胜,风景名胜,风景名胜
B00141PT6Z,风云岭森林公园,风景名胜;风景名胜;风景名胜,110200,tour,街口从城大道从化市中心医院对面(近广州工程学院),113.559219,23.539798,113.55406593616922,23.54253741396522,[],广东省,广州市,从化区,风景名胜,风景名胜,风景名胜
B0HB4U9C4I,柏轩高公祠,风景名胜;风景名胜;寺庙道观,110205,tour,白石旧村一街与白石大村西头街交叉口东180米,113.037066,23.438981,113.03165069555097,23.44147222284952,[],广东省,广州市,花都区,风景名胜,风景名胜,寺庙道观
B0FFH0TAJ8,从化城郊镇万花园,风景名胜;风景名胜相关;旅游景点,110000,tour,城郊街西和村,113.584456,23.620991,113.57933830906192,23.623765149773305,[],广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0JD3A6SVX,云洞张公祠,风景名胜;风景名胜;风景名胜,110200,tour,城鳌大道东221-223号,113.530362,23.566095,113.52512875326548,23.56877163323914,[],广东省,广州市,从化区,风景名胜,风景名胜,风景名胜
B0HB4U8AIP,石洞高公祠,风景名胜;风景名胜;寺庙道观,110205,tour,白石旧村一街与白石大村西头街交叉口东140米,113.036803,23.439128,113.03138846586536,23.4416198600927,[],广东省,广州市,花都区,风景名胜,风景名胜,寺庙道观
B0FFIXSF9Q,地震台风体验馆,风景名胜;风景名胜相关;旅游景点,110000,tour,城郊街西和村天适樱花悠乐园天适樱花悠乐园内(东南角),113.59446,23.626476,113.58934985994148,23.629254534457168,020-37941188,广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0FFMEOTDT,谭茂书祠,风景名胜;风景名胜相关;旅游景点,110000,tour,瓦岗一街与大氹水口街交叉口东南120米,113.483525,23.578515,113.47812987680196,23.58105548675856,[],广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0HB4U837E,连元公祠,风景名胜;风景名胜相关;旅游景点,110000,tour,白石旧村一街与白石大村西头街交叉口东80米,113.036277,23.439377,113.03086401604575,23.4418701455456,[],广东省,广州市,花都区,风景名胜,风景名胜相关,旅游景点
B0FFKL6HYJ,新时代文明实践广场,风景名胜;公园广场;城市广场,110105,tour,西和樱花街与禾社街交叉口南220米,113.589001,23.622675,113.58388738170382,23.62545159674097,[],广东省,广州市,从化区,风景名胜,公园广场,城市广场
B00140UEX4,孙氏宗祠,风景名胜;风景名胜;寺庙道观,110205,tour,中华路2号,113.497358,23.587854,113.49201021565752,23.59043628921985,[],广东省,广州市,从化区,风景名胜,风景名胜,寺庙道观
B00141SJC0,石合时代商业文化广场,风景名胜;公园广场;城市广场,110105,tour,608乡道与七林街交叉口西北160米,113.545295,23.559196,113.540106389143,23.561908713398893,[],广东省,广州市,从化区,风景名胜,公园广场,城市广场
B0HGM707RO,黄氏宗祠,风景名胜;风景名胜;寺庙道观,110205,tour,黄溪南溪街与黄溪禾塘庄二街交叉口西南180米,113.48433,23.464827,113.47894540483918,23.46737054271383,[],广东省,广州市,从化区,风景名胜,风景名胜,寺庙道观
B0IUT97SVC,李亭,风景名胜;风景名胜相关;旅游景点,110000,tour,中华路与镇中路交叉口西北100米,113.505126,23.582424,113.49980600947488,23.58502930101168,[],广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0I6GSCT2C,三将军新田,风景名胜;风景名胜相关;旅游景点,110000,tour,三将军连心街与三将军田新街交叉口东北60米,113.5436,23.549872,113.5384073541478,23.552580585620312,[],广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0H61AOQBF,元洲岗文化中心广场,风景名胜;公园广场;城市广场,110105,tour,广从公路与东北庙街交叉口东40米,113.544227,23.492046,113.53903997284053,23.49475641886016,[],广东省,广州市,从化区,风景名胜,公园广场,城市广场
B0FFF29PKS,水南村文化广场,风景名胜;公园广场;城市广场,110105,tour,太平镇水南村,113.49832,23.461111,113.4929842578604,23.46369653111876,[],广东省,广州市,从化区,风景名胜,公园广场,城市广场
B0HK0RIHVM,大坳拦河坝,风景名胜;风景名胜相关;旅游景点,110000,tour,从化流溪河绿道与大凹堤内径交叉口东南280米,113.558042,23.512054,113.55288819613288,23.514791417470327,[],广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0FFIQ1BEV,超远张公祠,风景名胜;风景名胜相关;旅游景点,110000,tour,下连珠黄泥田街与连珠路交叉口西北360米,113.050839,23.428814,113.04538685798312,23.431275223096893,[],广东省,广州市,花都区,风景名胜,风景名胜相关,旅游景点
B0HG0DYKIP,青云庙,风景名胜;风景名胜;寺庙道观,110205,tour,横坑凌角街,113.5185,23.58556,113.51322632908123,23.58820503056884,[],广东省,广州市,从化区,风景名胜,风景名胜,寺庙道观
B00141PT9M,塱头古村,风景名胜;风景名胜;风景名胜,110200,tour,塱头村,113.084889,23.338372,113.07938500434403,23.34080387117472,020-86746081;020-37714887,广东省,广州市,花都区,风景名胜,风景名胜,风景名胜
B0FFM7ZLYT,逸翠园,风景名胜;风景名胜;风景名胜,110200,tour,赤坭镇竹洞村逸翠路,113.073484,23.420634,113.06798770007435,23.42306045885328,13719490202,广东省,广州市,花都区,风景名胜,风景名胜,风景名胜
B0H2YUXIQ7,邓澄心纪念公园,风景名胜;公园广场;公园,110101,tour,广从公路与菜地塱街交叉口西南460米,113.552109,23.496429,113.54694229496025,23.499155860263603,[],广东省,广州市,从化区,风景名胜,公园广场,公园
B0IU368A8O,庙背底,风景名胜;风景名胜相关;旅游景点,110000,tour,西湖坣背街与西湖牌坊街交叉口东北160米,113.401947,23.616108,113.3963882938545,23.61851642362158,[],广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0JR47A7RZ,满春园,风景名胜;风景名胜;风景名胜,110200,tour,蓝珠大路与蓝三大街交叉口西南360米,113.066141,23.41788,113.06065683109422,23.420316117564543,13719490202,广东省,广州市,花都区,风景名胜,风景名胜,风景名胜
B0I6PHEERA,广州市流溪河碧道-花林小径,风景名胜;风景名胜相关;旅游景点,110000,tour,滨江一路,113.559854,23.519157,113.55470369349534,23.521897404084964,[],广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0J6G7TE3C,东边岭钟氏大宗祠,风景名胜;风景名胜;风景名胜,110200,tour,赤坭镇东升村一社一巷34号,112.997132,23.441258,112.9918515736692,23.44386318339896,[],广东省,广州市,花都区,风景名胜,风景名胜,风景名胜
B00140W3NO,骆氏宗祠,风景名胜;风景名胜;寺庙道观,110205,tour,太平镇广从南路水南村,113.500532,23.460536,113.49520409860376,23.46312825422384,[],广东省,广州市,从化区,风景名胜,风景名胜,寺庙道观
B0H1TZGU9M,从化樱花园,风景名胜;风景名胜相关;旅游景点,110000,tour,地震台风体验馆西北侧260米,113.593459,23.628673,113.58834813397104,23.63145164615669,[],广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0GUJMPU7T,东山古庙,风景名胜;风景名胜;寺庙道观,110205,tour,太平镇马仔山,113.482571,23.456597,113.4771810227173,23.459136130132524,[],广东省,广州市,从化区,风景名胜,风景名胜,寺庙道观
B0FFG9J0GC,塱头廉洁文化主题公园,风景名胜;公园广场;公园,110101,tour,朗头青云路,113.088812,23.337635,113.08330495023644,23.340065064056702,020-86746081,广东省,广州市,花都区,风景名胜,公园广场,公园
B0H0BL1O2Y,何仙姑庙,风景名胜;风景名胜;寺庙道观,110205,tour,从化街口何仙姑巷5号,113.562825,23.539654,113.557679534676,23.542399252347256,[],广东省,广州市,从化区,风景名胜,风景名胜,寺庙道观
B0HKZHRK5F,绿宝轩·芬享花园,风景名胜;公园广场;公园,110101,tour,从化城郊街花卉大街2183号,113.581159,23.61315,113.57603818239676,23.615921037835783,15914226607,广东省,广州市,从化区,风景名胜,公园广场,公园
B00140W3NF,中旅·阿那亚·九龙湖生态度假区,风景名胜;风景名胜;国家级景点,110202,tour,北兴镇山前旅游大道3号,113.417082,23.478595,113.41154007641452,23.481004679712672,[],广东省,广州市,花都区,风景名胜,风景名胜,国家级景点
B0HRVL4GQH,千年玫瑰园,风景名胜;风景名胜相关;旅游景点,110000,tour,城郊街西和村自编西边1号宝趣玫瑰世界内(南侧),113.581377,23.617234,113.57625616667882,23.62000565882593,020-87907777,广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
B0FFKTKJAY,邓村邓氏宗祠,风景名胜;风景名胜;风景名胜,110200,tour,邓村祠堂街1号,113.556303,23.493953,113.5511464660864,23.496687882606363,[],广东省,广州市,从化区,风景名胜,风景名胜,风景名胜
B0FFKVM02N,沙迳村汤氏祠堂,风景名胜;风景名胜相关;旅游景点,110000,tour,653乡道北50米,113.38062,23.628593,113.37506902548142,23.63101274348049,[],广东省,广州市,从化区,风景名胜,风景名胜相关,旅游景点
